"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
764,"Bermuda",319,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",56972917.58,285003446.2,295443427.8,141002460,25286864,237963938
765,"Bermuda",319,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-75183410.49,-202048234.2,-123676770.2,-478394260,-28446879,241207765
768,"Bermuda",319,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",34829674.7,35133136.67,35386468.5,42446954.56,57136990.12,39600631.02
769,"Bermuda",319,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",260283918.3,267306123.2,271632308,232161534.4,239930155.3,155832178.1
770,"Bermuda",319,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",942896167.1,845986384.6,940200101.7,888947064.5,838701046.1,853849630.4
780,"Bermuda",319,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1259589527,1313493632,1395210435,1585558509,1605054628,1027345720
781,"Bermuda",319,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1828003107,1923976651,2044357675,2197111579,2223822428,1723367797
786,"Bhutan",514,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-322105605.8,-663091117.6,-252198256.7,-411071195.5,-287097276.7,-454039722.1
790,"Bhutan",514,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",706946117.9,642339520.1,716346961.3,785622133.8,777529115.3,786680733.2
793,"Bhutan",514,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-322055733.9,-430983215.8,-354007084.9,-312642228,-376203591.6,-237140220.1
796,"Bhutan",514,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",62521269.76,51284381.23,57532858.59,53143978.56,54868743.41,57885936.85
798,"Bhutan",514,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",26264156.28,46934768.01,48058661.84,72223317.34,38311050.2,38203031.11
799,"Bhutan",514,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-322055733.9,-430983215.8,-354007084.9,-312642228,-376203591.6,-237140220.1
800,"Bhutan",514,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",322105605.8,663091117.6,252198256.7,411071195.5,287097276.7,454039722.1
802,"Bhutan",514,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-4681030.449,189331829.8,-19644711.83,43496627.41,66213739.95,241452262
803,"Bhutan",514,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1203680778,1237308412,1234918507,1248481207,1229725206,1188476133
820,"Bolivia",218,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1889626003,-1876337230,-1894989774,-1718226970,-1364171310,-14107329.13
823,"Bolivia",218,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",303620418.8,298558056.1,419227510,445985058.4,452976251.8,141239622.3
826,"Bolivia",218,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",671170541.1,609375371.6,1001111508,766668803.2,1083201589,726179182.5
827,"Bolivia",218,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-671170541.1,-609375371.6,-1001111508,-766668803.2,-1083201589,-726179182.5
828,"Bolivia",218,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",770454263.2,717484856.9,801429697.6,765013779.2,755173777,520825148.6
835,"Bolivia",218,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-1609705961,-3045860544,-232482069.6,-1229306820,-2838758783,-1753802723
837,"Bolivia",218,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1889626003,-1876337230,-1894989774,-1718226970,-1364171310,-14107329.13
840,"Bolivia",218,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",9927413077,8274686876,9588789732,10399006027,10271105039,7442774100
842,"Bolivia",218,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",11907150275,10788701065,11762009850,12391416914,11957287652,8077653564
848,"Bosnia and Herzegovina",963,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",496275606.1,529619068.7,687093339.2,675591479.4,531018344.9,737820439.7
854,"Bosnia and Herzegovina",963,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",293597032.2,397041005.4,82163474.25,285962977.3,181759371.2,860670813.8
855,"Bosnia and Herzegovina",963,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-339063250,-439161624,-255679632.2,-152752549.2,-233378782.3,-869565011.6
857,"Bosnia and Herzegovina",963,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5759120183,6149663056,7432685496,8592405564,8198634415,6936343374
858,"Bosnia and Herzegovina",963,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",8720639357,8960591907,10372840125,11555954902,11155950547,9725808302
859,"Bosnia and Herzegovina",963,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-619375390,-634384192.2,-678425347.9,-477784115.7,-312173874.3,-446856780
862,"Bosnia and Herzegovina",963,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",345361222.4,354933546.3,437019696.9,492744560.6,483436370.2,374090008.9
863,"Bosnia and Herzegovina",963,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",188930788.8,189659719.8,246603626.4,277329805.6,286963970.9,211909691.9
876,"Bosnia and Herzegovina",963,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-619375390,-634384192.2,-678425347.9,-477784115.7,-312173874.3,-446856780
879,"Botswana",616,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",45191279.89,33152576.8,51244915.8,60010137.05,64019344.38,56902325.05
880,"Botswana",616,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",288141280.7,259306116.5,215189636.5,251279737.8,264046760.5,271633479.6
884,"Botswana",616,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-415062027.7,-301363202,-423973361.3,-401480951.1,-1117114780,-1753103647
891,"Botswana",616,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",7183707022,8223923925,6904828443,7532334396,6228711669,4703378590
892,"Botswana",616,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",8092740291,6915891943,6281640520,7362391277,7695776473,7553975272
896,"Botswana",616,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-53371382.32,-240330304.1,-187474188.6,-27184203.74,-128837651.5,-84867440.96
897,"Botswana",616,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",54262981.43,236387928.6,184778207.2,18050925.22,106024223.7,100124748.2
898,"Botswana",616,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",301219213.7,1202538243,899603267.6,66926398.92,-1154933120,-1531276190
901,"Botswana",616,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",296750851.9,1185536380,872782080.3,57903827.79,-1157159812,-1531276190
911,"Brazil",223,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-62947726268,-30255604247,-24958038842,-54354265610,-67652469505,-24066679561
918,"Brazil",223,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2.51814e+11,2.09433e+11,2.35561e+11,2.69519e+11,2.70767e+11,2.30508e+11
921,"Brazil",223,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-62947726268,-30255604247,-24958038842,-54354265610,-67652469505,-24066679561
923,"Brazil",223,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2.23589e+11,2.17321e+11,2.51258e+11,2.73564e+11,2.58833e+11,2.38221e+11
927,"Brazil",223,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12901037613,10608714965,13245362065,14233877959,13611631244,10959718826
929,"Brazil",223,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3976839665,4029855509,4569137529,4475254262,4282707220,3997426929
931,"Brazil",223,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",1461769838,8334204583,9774594054,3928329111,-12965287255,17364732598
932,"Brazil",223,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",1568667598,9228397128,5088299795,2937271353,-26055261793,-14215346824
940,"Brazil",223,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-2015604525,-7445013333,-10250060170,-4305459797,12114199243,-17475329837
942,"Brunei Darussalam",516,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-141807800.8,-119757082.2,215215413,-60653329.54,1318342487,458072515.1
943,"Brunei Darussalam",516,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6773193238,5342041396,6025744290,7040938538,7827700937,6886208832
944,"Brunei Darussalam",516,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",465952026.6,344885174.9,347339435.3,303302714.1,277883020.7,145094670.1
945,"Brunei Darussalam",516,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2156649812,1469939558,1984437362,939946758,893758524.4,513713114.6
948,"Brunei Darussalam",516,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",233136514,213494673.8,260281791.2,225835409.7,234384797.2,228032553.1
949,"Brunei Darussalam",516,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-33783677.04,170788951.8,-270115436.1,-10363581.15,760590594.9,-445856268
951,"Brunei Darussalam",516,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",118436273.4,61673387.34,-207097613,129266717.6,-1058755426,-434983014.4
952,"Brunei Darussalam",516,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2156649812,1469939558,1984437362,939946758,893758524.4,513713114.6
955,"Brunei Darussalam",516,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4869795669,4302942619,4320510019,5681696875,6805793042,6382221490
967,"Bulgaria",918,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1433550000,2748580000,2592020000,1261120000,2262190000,978900000
968,"Bulgaria",918,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1433540000,2748590000,2592050000,1261120000,2262200000,978890000
976,"Bulgaria",918,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1713260000,1886070000,2055980000,2317500000,2323340000,1702160000
978,"Bulgaria",918,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",32475140000,34499550000,39873370000,43521580000,44041210000,39541290000
979,"Bulgaria",918,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",32092640000,31934560000,37264480000,41909290000,41842610000,38197380000
980,"Bulgaria",918,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",4044961360,3852718059,-88377455.38,1516878422,-631194027.9,6698971241
987,"Bulgaria",918,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1236250000,1658430000,2198690000,1548140000,1564030000,1216510000
991,"Bulgaria",918,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-1630290000,-324980000,-382140000,-154040000,-552430000,-361230000
992,"Bulgaria",918,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",1944660000,303300000,241730000,255170000,533910000,740760000
998,"Burkina Faso",748,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2754925191,3272397275,3731165463,4511341340,4467669904,5355646933
999,"Burkina Faso",748,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3772269743,4068434282,4629393892,5166928039,5023151867,4778831228
1000,"Burkina Faso",748,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",57138585.24,65179942.64,75771098.9,79870884.64,77989658.79,78594598.63
1001,"Burkina Faso",748,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",537370963.9,581249976.8,639215853.9,704316310,687729008.2,518777465.3
1009,"Burkina Faso",748,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
1011,"Burkina Faso",748,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",26243452.43,-14848513.95,489606674.5,46818131.9,204963452.5,-120745201
1013,"Burkina Faso",748,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
1019,"Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",241813550.9,556854325.4,595717866.4,281033856,526431476.9,537313245.1
1020,"Burkina Faso",748,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-327732013.2,-441867227.3,-181759017,-539143342.2,-118842278.8,-703022463.3
1055,"Cabo Verde",624,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",36527386.17,90354242.2,-11766263.42,13207909.85,147385842.2,-88147259.35
1058,"Cabo Verde",624,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
1060,"Cabo Verde",624,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",659985468.2,715420297.1,795488589.6,963649656.1,1005347980,423258309
1063,"Cabo Verde",624,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",905626464.2,1000481156,1179579877,1330011310,1286655258,1007682517
1064,"Cabo Verde",624,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",85760369,95579575.34,91867583.35,118464696,156407552.9,61150602.51
1065,"Cabo Verde",624,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",68202013.41,84456138.66,110781226.7,153227794.2,111717715.4,64888753.75
1068,"Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",74627354.9,33022759.61,110255820.7,-8758501.649,62434222.89,114417722.1
1071,"Cabo Verde",624,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-84265128.45,-37397016.5,-104668843.5,9167976.111,-57863636.81,-117759461.9
1073,"Cabo Verde",624,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
1086,"Cambodia",522,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",13291033923,14305832075,15831866523,18413935868,21072422248,20289665278
1087,"Cambodia",522,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",15527540570,16549913895,18246676110,21862726323,25515540745,23090657075
1088,"Cambodia",522,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",419424895.4,456077728.5,562177458.5,687923497.5,786381274.4,281713555
1089,"Cambodia",522,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1206903553,1298110488,1441014725,1485920732,1683651418,1285463495
1100,"Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1605943067,1605066439,1329372255,508209891.4,1821145076,3240731947
1101,"Cambodia",522,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2000202640,-1944777953,-903833765.1,-447608334.5,-1395937293,-3075804115
