"Index"	"Country"	"CountryCode"	"Indicator"	"IndicatorCode"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"
848	"Bosnia and Herzegovina"	"963"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	496275606.060031	529619068.721148	687093339.231723	675591479.366893	531018344.886941	737820439.733868
849	"Bosnia and Herzegovina"	"963"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	0	57559.8727822064	0	0	0	0
850	"Bosnia and Herzegovina"	"963"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	206650046.501059	169939671.699021	197426633.902101	187844775.826087	221104950.269064	216567738.063387
851	"Bosnia and Herzegovina"	"963"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	206650046.501059	169939671.699021	197426633.902101	187844775.826087	221104950.269064	216567738.063387
852	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	301491705.931638	255067207.024992	-32792383.6730739	150024376.972975	146623329.073427	241020211.214007
853	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	445420054.856802	327931301.777015	206055792.557312	279082532.002046	211732096.674531	386444487.079248
854	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	293597032.214501	397041005.44988	82163474.2463371	285962977.323871	181759371.223597	860670813.794528
855	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-339063249.954434	-439161623.995106	-255679632.19408	-152752549.180828	-233378782.278018	-869565011.601232
856	"Bosnia and Herzegovina"	"963"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	206650046.501059	169883852.076232	197352103.126967	183979992.609799	219742847.51018	211744238.317062
857	"Bosnia and Herzegovina"	"963"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	5759120182.58742	6149663056.30165	7432685496.14721	8592405563.65495	8198634415.03453	6936343373.65122
858	"Bosnia and Herzegovina"	"963"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	8720639356.80087	8960591907.39837	10372840125.2054	11555954901.6063	11155950546.7397	9725808301.63189
859	"Bosnia and Herzegovina"	"963"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-619375390.035337	-634384192.200822	-678425347.871207	-477784115.654923	-312173874.3071	-446856780.006769
860	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	67557906.1069231	105911694.504516	65607520.8570483	86297882.2935668	39422622.6809834	109754541.331285
861	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	13448326.499512	100016382.986082	-153171131.714405	-21533375.6733856	-25975650.7296857	468312221.105822
862	"Bosnia and Herzegovina"	"963"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	345361222.401495	354933546.282087	437019696.900481	492744560.633069	483436370.248118	374090008.927989
863	"Bosnia and Herzegovina"	"963"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	188930788.764388	189659719.82868	246603626.382451	277329805.564983	286963970.943483	211909691.866075
864	"Bosnia and Herzegovina"	"963"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	35139959.4164359	6850106.37454229	29719455.625826	14922236.6326022	69224322.2403082	56164888.6520721
865	"Bosnia and Herzegovina"	"963"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	747471.313010136	3657392.93790218	2839544.83715842	-2244687.68066915	-977830.341282083	-215128.403236513
866	"Bosnia and Herzegovina"	"963"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	28822898.1053753	56280521.4895553	51713804.9747655	149302682.925368	103138481.801071	-10530598.4913021
867	"Bosnia and Herzegovina"	"963"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	-35058381.6625311	-41183680.3041006	-42684664.7950278	1506729.08754565	-20761980.6928048	-21313956.9245754
868	"Bosnia and Herzegovina"	"963"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	35663751.3738242	6281986.07868901	30400169.5626079	15259444.7345557	78869623.9695128	68815853.9630821
869	"Bosnia and Herzegovina"	"963"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	94733811.3525706	3891708.11555089	100763378.541662	18984277.8579466	21930362.1693155	72582334.6765328
870	"Bosnia and Herzegovina"	"963"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-45466217.739933	-42120618.5452261	-173516157.947742	133210428.143043	-51619411.0544204	-8894197.80670415
871	"Bosnia and Herzegovina"	"963"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	118640123.560476	31754260.5970414	46253960.403512	-16223386.8076338	85512869.6559531	8376363.01235022
872	"Bosnia and Herzegovina"	"963"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	-32813795.6937232	-38535894.7321492	-37762747.7652277	-536058.00798358	-19871443.7551992	-17665893.4839743
873	"Bosnia and Herzegovina"	"963"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	28075426.7923652	52623128.5516531	48874260.137607	151547370.606037	104116312.142353	-10315470.0880656
874	"Bosnia and Herzegovina"	"963"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	2113894.35792552	646808.889402919	6361414.52084673	5775702.21390375	11051397.286528	18699903.4219975
875	"Bosnia and Herzegovina"	"963"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	310169005.005977	399879291.90184	606096667.498333	630556221.708598	617781818.749059	527173226.361469
876	"Bosnia and Herzegovina"	"963"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-619375390.035342	-634384192.200817	-678425347.871219	-477784115.654934	-312173874.307104	-446856780.006764
877	"Bosnia and Herzegovina"	"963"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	206650046.501059	169883852.076232	197352103.126967	183979992.609799	219742847.51018	211744238.317062
878	"Bosnia and Herzegovina"	"963"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	0	55819.6227886055	74530.7751340169	3864783.21628776	1362102.75888354	4823499.74632489
879	"Botswana"	"616"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	45191279.8878826	33152576.7988053	51244915.8012691	60010137.0527189	64019344.3828649	56902325.0534837
880	"Botswana"	"616"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	288141280.689745	259306116.547533	215189636.504714	251279737.822451	264046760.499254	271633479.628878
881	"Botswana"	"616"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	4360303.40170417	1467060.83498044	2344027.14794388	-38990848.1727265	-700257.750808859	-20358714.2435019
882	"Botswana"	"616"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	407984308.316638	1250211877.08249	1228949176.77037	1447759921.12236	1011955541.74838	6388896.41367582
883	"Botswana"	"616"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	183245314.528017	169693716.450622	-865809.896189868	82078795.499989	-19794884.6595346	-68225485.1410335
884	"Botswana"	"616"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-415062027.654359	-301363201.968351	-423973361.318123	-401480951.127197	-1117114779.67202	-1753103646.75025
885	"Botswana"	"616"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	-5540191.26129548	18937600.8848027	-17977976.1092164	9696704.32696399	6906397.47054665	10909637.3543998
886	"Botswana"	"616"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	67865438.2017293	74672306.9254875	17404471.989627	122299718.489506	265666021.433264	210102569.973036
888	"Botswana"	"616"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	0	0	0	0	0	0
889	"Botswana"	"616"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	0	0	0	0	0	0
890	"Botswana"	"616"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	9.59073892561201e-12	0	1.7167152890659e-10	0	0	0
891	"Botswana"	"616"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	7183707021.78405	8223923924.77226	6904828443.29604	7532334395.5046	6228711668.84286	4703378590.03649
892	"Botswana"	"616"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	8092740290.98761	6915891942.68758	6281640519.8997	7362391277.44977	7695776473.43766	7553975272.28473
893	"Botswana"	"616"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	-103659472.966624	-122859288.754177	-56547788.4992227	-56581934.7370949	35339458.5875614	8828802.01494796
895	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	12241762.7855355	-113752012.32351	-75375677.7295458	86040583.5739793	-1837192.83739726	37493285.7255147
896	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-53371382.3202209	-240330304.079967	-187474188.630012	-27184203.7416758	-128837651.501816	-84867440.9571771
897	"Botswana"	"616"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	54262981.4346441	236387928.641345	184778207.162308	18050925.2176273	106024223.712144	100124748.16439
898	"Botswana"	"616"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	301219213.709232	1202538243.38697	899603267.585629	66926398.9189691	-1154933120.42886	-1531276190.35165
899	"Botswana"	"616"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	49518198.5449356	30334632.6040276	955535.751435541	32551837.2348952	19641858.4896304	-2914700.2729726
900	"Botswana"	"616"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	50918650.4178187	25227130.2783573	-3223112.21866971	-9295598.95980137	18706222.2167127	-27390044.9870878
901	"Botswana"	"616"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	296750851.853537	1185536380.4351	872782080.332763	57903827.7852198	-1157159812.21876	-1531276190.35166
902	"Botswana"	"616"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	994781544.589414	7301003.68110742	298490588.371654	-331743385.154071	586886163.853235	756774177.19615
903	"Botswana"	"616"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	989244535.361282	43204794.7656941	684356711.212942	-684571542.055436	962394577.436209	930537451.607889
904	"Botswana"	"616"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	-39885.510156901	-76322.1645406186	-9951371.9527418	-9555440.08686296	81722.8427276894	0
905	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	891599.114423198	-3942375.43862158	-2695981.46770362	-9133278.52404855	-22813427.789672	15257307.2072129
906	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	-65613145.1057564	-126578291.756457	-112098510.900466	-113224787.315655	-127000458.664418	-122360726.682692
907	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	-65613145.1057564	-126578291.756457	-112098510.900466	-113224787.315655	-127000458.664418	-122360726.682692
908	"Botswana"	"616"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	12241762.7855355	-115906907.086222	-75375677.7295458	86040583.5739793	-1837192.83739726	39278578.8718774
909	"Botswana"	"616"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-5537009.22813147	35903791.0845867	385866122.841288	-352828156.901365	375508413.582974	173763274.411739
910	"Brazil"	"223"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	130213510.66	156372213.36	173221540.85	177620131.21	161037950.21	4045019473.08
911	"Brazil"	"223"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-62947726268.045	-30255604246.89	-24958038842	-54354265610.265	-67652469505.115	-24066679560.755
912	"Brazil"	"223"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	549047278.59	420757973.67	537536991.98	584802442.32	518739094.78	4385097037.85
913	"Brazil"	"223"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	78646458.82	78053419.63	88160412.15	99153793.47	94721918.76	3997202276.51
914	"Brazil"	"223"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	4483120493.36	-31671798088.63	-11026761231.1	-3323606147.97	-8411465176.15	3325615850.41
915	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-553834686.93	889191249.84	-475466116.27	-377130685.76	-851088011.59	-110597238.97
916	"Brazil"	"223"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	87889422.42	146987650.43	158167208.85	145124849.24	149529915.98	244224306.04
917	"Brazil"	"223"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	-117972625.32	-693044445.18	10002352093.94	1989600736.4	7771096891.48	11497828889.48
918	"Brazil"	"223"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	251813628223.73	209432886125.94	235561165140.03	269518880300.01	270766909004.57	230508435058.09
919	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	910660938.75	995978577.82	944054835.91	312367769.86	-430305999.8	-1105784750.82
920	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	910660938.75	995978577.82	944054835.91	312367769.86	-430305999.8	-1105784750.82
921	"Brazil"	"223"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-62947726268.045	-30255604246.89	-24958038842	-54354265610.265	-67652469505.115	-24066679560.755
922	"Brazil"	"223"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	461157856.17	273770323.24	379369783.13	439677593.08	369209178.8	4140872731.81
923	"Brazil"	"223"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	223588701285.285	217320605383.43	251257920807.18	273563982045.065	258832697631.325	238220945647.045
924	"Brazil"	"223"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-3450732176.9	94463847.88	2368246361.96	-1531640318.12	1224133527.76	-496041662.1
925	"Brazil"	"223"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	-3568704802.22	-598580597.3	12370598455.9	457960418.28	8995230419.24	11001787227.38
926	"Brazil"	"223"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	14269994879.73	-20631967239	-5353226010.91	-6276821972.13	-10221213367.22	-1880468768.5
927	"Brazil"	"223"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	12901037612.78	10608714965.44	13245362065.15	14233877959.29	13611631243.97	10959718826.36
928	"Brazil"	"223"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	13914636166.79	30358815376.31	41473999358.18	45739613016.29	54051475782.06	39364463447.24
929	"Brazil"	"223"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	3976839665.38	4029855508.81	4569137529.38	4475254261.81	4282707219.84	3997426929.1
930	"Brazil"	"223"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	22850558669.64	25440413789.84	4886136189.29	20840344284.62	5543071862.59	4209322415.95
931	"Brazil"	"223"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	1461769837.84	8334204583.13	9774594054.15	3928329111.08	-12965287254.83	17364732597.63
932	"Brazil"	"223"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	1568667598.2127	9228397127.52404	5088299794.73907	2937271353.33626	-26055261793.4642	-14215346824.3606
933	"Brazil"	"223"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	-582450239.896463	574852789.054186	-346114827.942828	398133851.539241	720280620.924736	1347283167.8391
934	"Brazil"	"223"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	3133977129.73	14693481918.84	21340512975.24	2024569614.32	22819604501.96	-3467253501.56
935	"Brazil"	"223"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	-2398059212.99	7877813589.35	17331772142.29	4834886328.77	16070788788.32	13198972008.57
936	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	3471487360.84	-1551947689.99	-5832441864.5	-5954487063.29	-3052732572.3	-5270388012.07
937	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	3204559945.58	-1993671681.67	-5768528700.65	-6222261667.47	-4408630540.55	-4671333578.3
938	"Brazil"	"223"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	3973046678.72	14918771835.91	21226729536.97	-2266820365.44	20790065147.32	-4797736869
939	"Brazil"	"223"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	9392138190.82	10059306615.66	5636352950.92	-4989469924.66	9727011959.02	-6174478544.2
940	"Brazil"	"223"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-2015604524.77	-7445013333.29	-10250060170.42	-4305459796.84	12114199243.24	-17475329836.6
941	"Brunei Darussalam"	"516"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-23371527.4468727	-58083694.8954055	8117799.94484116	68613388.0331912	259587060.673723	23089500.7454875
942	"Brunei Darussalam"	"516"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-141807800.807804	-119757082.237927	215215412.9825	-60653329.5426268	1318342486.59309	458072515.128244
943	"Brunei Darussalam"	"516"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	6773193238.17223	5342041396.27606	6025744289.57607	7040938538.27712	7827700937.07237	6886208832.25464
944	"Brunei Darussalam"	"516"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	465952026.568295	344885174.902673	347339435.251251	303302714.081796	277883020.746639	145094670.068171
945	"Brunei Darussalam"	"516"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	2156649811.85869	1469939557.95485	1984437361.8247	939946758.009005	893758524.377979	513713114.58224
946	"Brunei Darussalam"	"516"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-13542360.0431874	818615321.717638	-131452299.46909	-1105518725.44899	1417032036.83657	1817386839.79565
947	"Brunei Darussalam"	"516"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	336369777.539401	624753867.363287	-59798278.8350378	-1436447401.58331	1400265357.04998	1160723494.29487
948	"Brunei Darussalam"	"516"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	233136514.00829	213494673.847988	260281791.184023	225835409.686268	234384797.196436	228032553.092818
949	"Brunei Darussalam"	"516"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-33783677.0372214	170788951.818726	-270115436.063942	-10363581.1528815	760590594.887416	-445856267.981928
950	"Brunei Darussalam"	"516"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	349912137.582589	-193861454.354351	71654020.6340526	-330928676.134313	-16766679.7865955	-656663345.500778
951	"Brunei Darussalam"	"516"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	118436273.360932	61673387.3425217	-207097613.037659	129266717.575819	-1058755425.91936	-434983014.382756
952	"Brunei Darussalam"	"516"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	2156649811.85869	1469939557.95486	1984437361.8247	939946758.009005	893758524.377979	513713114.582241
953	"Brunei Darussalam"	"516"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	0	29984747.2053029	0	0	0	0
954	"Brunei Darussalam"	"516"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-219122177.303369	-68344944.1021925	35040515.3558087	-251357228.566474	1586452795.87544	-69504337.8869715
955	"Brunei Darussalam"	"516"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	4869795669.44914	4302942619.468	4320510018.7501	5681696874.53474	6805793041.86536	6382221489.69155
956	"Brunei Darussalam"	"516"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	88077436.1413158	13772381.0036294	552123003.158874	533934612.265287	404119205.338217	406322561.527486
957	"Brunei Darussalam"	"516"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	0	0	0	0	0	0
958	"Brunei Darussalam"	"516"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	0	0	0	0	0	0
959	"Brunei Darussalam"	"516"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	0	0	0	0	0	0
960	"Brunei Darussalam"	"516"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	0	0	0	0	0	0
961	"Brunei Darussalam"	"516"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	0	0	0	0	0	0
964	"Bulgaria"	"918"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	135900000	248320000	174620000	61770000	246740000	78730000
965	"Bulgaria"	"918"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	123220000	827020000	495770000	924350000	829110000	436270000
966	"Bulgaria"	"918"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	-569950000	-9910000	1042830000	-49540000	1109570000	1629670000
967	"Bulgaria"	"918"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	1433550000	2748580000	2592020000	1261120000	2262190000	978900000
968	"Bulgaria"	"918"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	1433540000	2748590000	2592050000	1261120000	2262200000	978890000
969	"Bulgaria"	"918"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	2561050000	3006080000	3392090000	3807600000	3743290000	3711470000
970	"Bulgaria"	"918"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	36880000	98600000	183180000	88660000	215570000	82800000
971	"Bulgaria"	"918"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	307280000	78400000	361090000	545050000	-547620000	1077830000
972	"Bulgaria"	"918"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	-290340000	870640000	2.101e+09	1063490000	1697320000	2708060000
973	"Bulgaria"	"918"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	1429940000	1105210000	498540000	598460000	821720000	916740000
