"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"58579","China, P.R.: Macao",546,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","579472083.424751","588740410.608958","583550818.376424","685658175.073628","672342839.016281","130392957.71094"
"58580","China, P.R.: Macao",546,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","484434599.837976","431142218.0616","431176359.538206","468241722.347132","453457251.805358","307478956.518706"
"58607","China, P.R.: Macao",546,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","119736335.950319","55268630.5178848","211539600.356392","267652963.50662","247008857.311125","-67918899.1974162"
"58608","China, P.R.: Macao",546,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","6600138634.51441","6170947506.70953","7585838088.05157","9192454914.48077","9996772874.02994","-2115286299.5185"
"58698","China, P.R.: Macao",546,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","7561551.66705324","68267685.8412989","44817485.1959276","15903064.4474787","33222120.7272885","494414.176683218"
"58699","China, P.R.: Macao",546,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","-7561551.66705324","-68267685.8412989","-44817485.1959276","-15903064.4474787","-33219023.014396","-490959.453176516"
"58700","China, P.R.: Macao",546,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","35365899483.6353","34542896602.4582","40576244966.0535","45626057701.3253","45556643415.4693","15665312858.033"
"58701","China, P.R.: Macao",546,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","18015449472.8881","16019489380.5162","17308727932.4436","18299511192.5185","17593668410.9344","15150903166.5126"
"59060","China, P.R.: Macao",546,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","","","","","3097.71289248694","3454.72350670124"
"59070","China, P.R.: Macao",546,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","-4646653.43519496","-65076704.9808261","-37378515.1534369","0","-21997315.0767628","-460755.65672119"
"59119","China, P.R.: Mainland",924,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","2002281688027.83","1942185380887.41","2212267456271.44","2563104453717.03","2499154939622.91","2380325378540.96"
"59149","China, P.R.: Mainland",924,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","196164089.46","662347698.25","318970011.84","865408797.65","545325212.19","244049192.13"
"59150","China, P.R.: Mainland",924,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","316093566.28","-344407427.2","-91496073.44","-568607666.62","-327297478.87","-75764996.64"
"59151","China, P.R.: Mainland",924,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","2360152452309.1","2197922469129.56","2429277356205.39","2651009602168.9","2630999236934.95","2738897986700.98"
"59159","China, P.R.: Mainland",924,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","85339751917.87","80580222813.55","93269429133.6","109206496540.143","105154223611.077","94680320319.165"
"59162","China, P.R.: Mainland",924,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","38594332045.605","33827133238.309","37291263644.738","42303792764.585","46173138302.416","56689080501.62"
"59163","China, P.R.: Mainland",924,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","512257655.74","317940271.05","227473938.4","296801131.03","218027733.32","168284195.49"
"59202","China, P.R.: Mainland",924,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","174390681862.62","216424460753.575","138292767802.139","143026576683.861","136910000000","153720808338.11"
"59203","China, P.R.: Mainland",924,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","30704364448.9306","9819886564.09124","25514262663.9386","49453840604.578","24916918820.1858","32289998924.18"
"59204","China, P.R.: Mainland",924,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","214131513518.38","127627983632.67","-6593571839.55","49714890212.17","-68502059017.65","153459662694.55"
"59216","China, P.R.: Mainland",924,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","47464299926.6","110266621928.38","43465998033.55","81830051239.25","-25962287788.59","135190053124.96"
"59217","China, P.R.: Mainland",924,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","-166667213591.78","-17361361704.29","50059569873.1","32115161027.08","42539771229.06","-18269609569.59"
"59223","China, P.R.: Mainland",924,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","103875672858.85","147000995537.805","136291734311.919","112918954606.451","108970000000","134682860596.99"
"59279","China, P.R.: Mainland",924,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","293338410601.827","190992628514.795","188584630047.723","23562301517.8788","102582578529.517","248759878939.4"
"59286","China, P.R.: Mainland",924,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","6738922281.01","50498964543.2531","124300980835.76","160380999581.2","147366495344.658","246774543654.2"
"59287","China, P.R.: Mainland",924,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","-8225574284.59","27082891519.83","88092101534.45","99713071114.7202","102460446228.568","166439810109.8"
"59288","China, P.R.: Mainland",924,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","293338410601.827","190992628514.794","188584630047.722","23562301517.8785","102582578529.518","248759878939.4"
"59294","China, P.R.: Mainland",924,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","73208984164.32","102769581297.444","94803187737.4967","53507474034.4787","89418849959.02","151235523711.5"
"59300","China, P.R.: Mainland",924,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","39678800443.04","38238232382.4537","32847480045.91","17712261606.1","29332235004.51","131383195970.97"
"59316","China, P.R.: Mainland",924,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","-908367788.87167","5379815963.80478","-2180906392.25304","723756754.026142","12350377.0534351","1909823118.65018"
"59318","China, P.R.: Mainland",924,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","33530183721.28","64531348914.99","61955707691.5867","35795212428.3787","60086614954.51","19852327740.53"
"59319","China, P.R.: Mainland",924,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","-342940998433.827","-443625009876.748","91526172979.4606","18876836385.4916","-19288061007.9585","27983930223.5404"
"59336","Colombia",233,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","47006535261.7516","42768836036.9738","49321637421.5281","53724018798.5033","51324020019.4864","38223632456.199"
"59337","Colombia",233,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","66010916770.7116","56219965346.3841","58083146348.944","64280210784.3955","65472182463.8208","51328383610.6767"
"59360","Colombia",233,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-18702227284.9581","-12586559420.1664","-9924358408.23202","-14040948614.9479","-14809636827.6067","-9266809779.59682"
"59391","Colombia",233,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","5052093999.72392","4795331156.53567","7346231802.92184","10575587791.7542","9227848187.68866","3257174201.36005"
"59429","Colombia",233,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","3561580602.65943","3731658156.83369","3934896608.2822","3985703662.16844","4490200423.88111","2537629251.69185"
"59459","Colombia",233,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","-62262076.9484005","-283252781.594829","236314934.591685","74235204.0875975","206578670.319964","118915047.162957"
"59525","Colombia",233,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","4217736435.99873","4517351920.02597","3689564074.544","5126317720.97231","3153496488.69394","1733448622.82941"
"59587","Colombia",233,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","8050789349.51938","10392132322.068","7340196935.70645","1171994061.0643","1522918260.39809","7968775232.60362"
"59592","Colombia",233,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD","3404231836","2870866322.50527","1230845412.124","1401617584.3391","746445963.36","1568760430.34"
"59610","Colombia",233,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","1780684000.60059","1796750706.5625","1816514109.58984","1966116364.16016","2052504104.85352","1223674181.12797"
"59611","Colombia",233,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","2927126678.70117","2599421548.59375","2720238107.60742","2983878855.63476","3087972516.77734","2271770040.00454"
"59629","Colombia",233,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","5282636435.99873","4975491231.79597","3385897492.124","3655606152.32231","3300642695.57394","2753819410.40941"
"59650","Colombia",233,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","64045959.0263355","-556355165.990001","94127275.719999","29524543.3799987","-168320532.69","-42061776.1299982"
"59651","Colombia",233,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","2006172000","4672286314.3","1793613391.81","1603819385.88","2410690843.22","2526972249.57"
"59691","Colombia",233,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","-839538738.413023","4181244597.2394","1412519632.10256","1373903021.29951","-48313572.6892997","2672352430.6612"
"59692","Colombia",233,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","-400162275.881186","5083997585.21503","6012357538.31146","1211197221.82638","315349573.955889","5746946371.82868"
"59727","Colombia",233,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","1520145285.82353","142094913.964213","-2176618379.56865","5376661014.62081","331768160.478786","1707879464.62516"
"59728","Colombia",233,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","3654771764.92353","1543739045.44421","-1588869263.59865","8899207336.93681","1890439033.80555","8026248199.62877"
"59729","Colombia",233,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","-3590725805.89719","-2100094211.43421","1682996539.31865","-8869682793.55681","-2058759566.49555","-8068309975.75877"
"59760","Colombia",233,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","416749507.021075","171899537.282317","535876958.954925","1179096918.67217","3317997972.47782","4311391498.92523"
"59770","Colombia",233,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","8690728589.91203","10029244818.8998","7812279414.54763","348871922.899642","291279815.834718","7515051663.89252"
"59793","Colombia",233,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","-18702227284.958","-12586559420.1664","-9924358408.23202","-14040948614.9478","-14809636827.6065","-9266809779.5969"
"59829","Colombia",233,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","1598602000","2131396000","269290689.24","2145167300.76","735462960.2","3363508208.49"
"59858","Colombia",233,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","1598602000","2131396000","269290689.24","2145167300.76","735462960.2","8733620708.49"
"59859","Colombia",233,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","1526396186.36353","880094243.684213","-2917398633.55865","3792599673.34082","340602213.418785","1512960766.04515"
"60095","Colombia",233,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","439376462.531851","902752987.975631","4599837906.20889","-162705799.473144","363663146.645188","3074593941.16749"
"60349","Comoros, Union of the",632,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","827390.033613739","1794028.91396324","1544426.9861916","1523874.45066723","2264029.39550562","2122463.04748124"
"60356","Comoros, Union of the",632,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","28580912.8116145","-25213071.0612298","25164842.9670471","-2000906.28630006","-9193455.74057133","12727370.8609668"
"60362","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","0","0","0","0","0","0"
"60363","Comoros, Union of the",632,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","0","3099468.64259229","13831.4168170995","60062.3812006266","107323.284821358","78418.10158722"
"60367","Comoros, Union of the",632,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","46898738.4543166","-36575820.6815387","29376619.1045472","-3317144.82428811","6263947.29908418","69382459.5498172"
"60426","Comoros, Union of the",632,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","5391956.52801619","5269259.35536102","5347475.42314405","6142911.33206813","6356591.11629911","3581688.70280523"
"60427","Comoros, Union of the",632,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","40845663.5087284","41765445.0482625","47026035.8305131","53715351.1360123","54029254.2657375","44560192.2781831"
"60430","Comoros, Union of the",632,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","0","0","0","0","",""
"60462","Comoros, Union of the",632,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","16830041.1012222","18830983.6812468","48136312.8794179","31668810.9590525","30620548.7652115","34775496.6300903"
"60496","Comoros, Union of the",632,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","31058446.9813904","18830983.6812468","48136312.8794179","31668810.9590525","30620548.7652115","34775496.6300903"
"60498","Comoros, Union of the",632,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","31058446.9813904","18830983.6812468","48136312.8794179","31668810.9590525","30620548.7652115","34775496.6300903"
"60500","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","18369054.666979","11848239.6299718","-4068955.83034844","0","",""
"60502","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","19198988.6286055","13605451.0145157","1825519.12253217","916167.147416545","868471.867238036","2837568.284421"
"60508","Comoros, Union of the",632,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","96999110.2298808","108100309.786435","128196398.060158","149388996.312483","142209626.490449","68937270.2280274"
"60534","Comoros, Union of the",632,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","267287149.180784","267997203.078604","305300295.235051","355648701.85189","353393378.924246","343607618.039343"
"60539","Comoros, Union of the",632,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","0","0","0","0","",""
"60546","Comoros, Union of the",632,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","16830041.1012222","18830983.6812468","48136312.8794179","31668810.9590525","30620548.7652115","34775496.6300903"
"60551","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","-19965827.7574133","-11789378.5399157","1257356.4644538","1262401.01524948","-21016279.8864057","-27123569.728176"
"60554","Comoros, Union of the",632,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-24336818.2370476","-25516492.6434135","5860265.27757793","-4548517.33312248","-14263278.3211032","-13028390.7443613"
"60555","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","19965827.7574133","11789378.5399157","-1257356.4644538","-1262401.01524948","21016279.8864057","27123569.728176"
"60568","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","","","","734544.246040505","11480675.430718","15973220.2559454"
"60569","Comoros, Union of the",632,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","","","","734544.246040505","11480675.430718","15973220.2559454"
"60586","Congo, Dem. Rep. of the",636,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","252169631.951594","-46335355.3573681","465298173.553283","437113829.949226","146925065.547871","626528916.678512"
"60587","Congo, Dem. Rep. of the",636,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","10458122394.6932","12013350564.3677","11656298361.482","16081644519.2321","15173187659.7912","13932327296.8958"
"60588","Congo, Dem. Rep. of the",636,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","12766251555.8763","14238170498.2179","13062675382.7566","17774432914.1415","16891705449.091","14556667222.6906"
"60635","Congo, Dem. Rep. of the",636,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","90333438.2256961","63938025.6101786","34568235.1599322","18460541.3186578","20354500.5020246","23546972.7543819"
"60636","Congo, Dem. Rep. of the",636,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","1008702593.42086","772415050.939243","874240990.142847","1264046403.33942","1051448997.01685","1076062176.26495"
"60676","Congo, Dem. Rep. of the",636,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","0","0","0","0","0","0"
"60677","Congo, Dem. Rep. of the",636,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","411158622.701969","346874281.994328","489916686.33573","697650859.760194","452519931.117675","298745464.252116"
"60702","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","-214734216.279376","-139924713.262802","-100169608.534535","-106780670.598263","-99551871.1104715","-105631588.464383"
"60703","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","0","0","0","","",""
"60705","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","0","0","0","","",""
"60706","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","-235252640.876301","-251974331.842505","-202106135.565608","-287601399.760771","326235591.992681","-75428587.5092843"
"60707","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","235252640.876301","251974331.842505","202106135.565608","287601399.760771","-326235591.992681","75428587.5092843"
"60734","Congo, Dem. Rep. of the",636,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","-1231589780.40256","-1550494887.74129","-776125942.1701","-1235207756.9383","-1546306995.42645","-425602709.088115"
"60754","Congo, Dem. Rep. of the",636,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","0","-15649.6975837073","-10153156.1247035","-7415370.28837728","-29562176.9624088","-5576996.3"
"60756","Congo, Dem. Rep. of the",636,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","-323583244.431563","-594401800.535591","-32783207.5489247","56316949.3289019","611026550.725113","-291858415.234558"
"60757","Congo, Dem. Rep. of the",636,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","0","0","0","0","0","0"
"60762","Congo, Dem. Rep. of the",636,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-1231589780.40253","-1550494887.74124","-776125942.170016","-1235207756.9383","-1546306995.42644","-425602709.088112"
"60819","Congo, Dem. Rep. of the",636,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","94148145.8011543","13205041.1921832","438134.450644","30867387.4112566","40650592.0513031","33868156.4060757"
"60825","Congo, Dem. Rep. of the",636,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","0","0","0","","",""
"60841","Congo, Dem. Rep. of the",636,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","129634373.020778","1640048.37347936","498451183.103368","673933018.406378","596322149.156764","988771222.190257"
"60859","Congo, Dem. Rep. of the",636,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD","0","0","0","","",""
"60860","Congo, Dem. Rep. of the",636,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","0","0","0","","",""
"60861","Congo, Dem. Rep. of the",636,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","0","0","0","0","0","0"
"60863","Congo, Dem. Rep. of the",636,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","-507780089.849505","-272333947.788391","-292224618.030069","-209231295.735991","-127347916.067636","-148836248.41534"
"60878","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","0","0","0","0","0","0"
"60901","Congo, Dem. Rep. of the",636,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","75890290.6951946","-45653102.2959851","485643575.038714","484331387.71493","161814550.882952","642289802.358628"
"60905","Congo, Dem. Rep. of the",636,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","306545370.775157","1640048.37347936","498451183.103368","674971566.068199","599393310.906764","989885748.017343"
"60906","Congo, Dem. Rep. of the",636,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","54375738.8235631","47975403.7308475","33153009.5500848","237857736.118972","452468245.358893","363356831.338832"
"60946","Congo, Dem. Rep. of the",636,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","-214734216.279376","-139924713.262802","-100169608.534535","-106780670.598263","-99551871.1104715","-105631588.464383"
"60953","Congo, Dem. Rep. of the",636,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","94148145.8011543","13205041.1921832","438134.450644","30867387.4112566","40650592.0513031","33868156.4060757"
"60998","Congo, Dem. Rep. of the",636,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","0","0","0","","",""
"61569","Congo, Rep. of",634,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","70025678.0122401","67648700.8914633","","","99766003.1729175","32062975.5681439"
"61583","Congo, Rep. of",634,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","-2234995708.43868","-1564942902.32241","","","556808610.612978","-20769688.6565164"
"61589","Congo, Rep. of",634,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","22551989.4912367","843731.4586478","","","42286284.8498341","14896123.1385135"
"61593","Congo, Rep. of",634,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","70025678.0122401","58124660.1862469","","","81980025.8392026","23685426.4925769"
"61627","Congo, Rep. of",634,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","-788211.738012171","1375729455.269","","","-3679739.67291905","-14048291.5439725"
"61646","Congo, Rep. of",634,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","","0","","","11947.2067302567","0"
"61661","Congo, Rep. of",634,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","25266.9231044498","0","","","0","0"
"61665","Congo, Rep. of",634,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-4560545755.77648","-3537887503.44027","","","1714354189.29527","1464316354.80111"
"61667","Congo, Rep. of",634,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","4540664552.4104","282638226.406592","","","-2413675401.53175","-1777595341.06348"
"61679","Congo, Rep. of",634,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","1192400289.78712","1843517800.42418","","","184369294.261321","-518975440.088762"
"61693","Congo, Rep. of",634,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","-4560545755.77648","-3537887503.44027","","","1714354189.29527","1464316354.80111"
"61696","Congo, Rep. of",634,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","549432633.197922","1197747678.99308","","","422545394.14808","-981198284.138024"
"61700","Congo, Rep. of",634,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","766387068.365023","1439986355.6967","","","736763758.129105","224006489.020788"
"61727","Congo, Rep. of",634,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","","843731.4586478","","","42286284.8498341","14896123.1385135"
"61768","Congo, Rep. of",634,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","5080489797.90036","4599521048.59845","","","7854704718.75779","4669939816.00344"
"61785","Congo, Rep. of",634,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","9508100092.03395","7291015964.37034","","","4944506819.00421","3278620371.60446"
"61814","Congo, Rep. of",634,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","1197521974.6427","424283863.684384","","","-177970711.685359","-378155476.843011"
"61820","Congo, Rep. of",634,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","90926820.6015457","19606631.6360576","","","-380685795.252898","124294196.591501"
