"","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
"4884",207270,"Saudi Arabia",456,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-57785976160.4427,-24740139502.0114,8615945196.5624,69643123966.2822,36496820029.9592,-24658808435.9469
"4885",207311,"Saudi Arabia",456,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",2688885866.66667,10493946933.3333,-331363733.333333,11796316266.6667,1682950133.33333,10290559240.2067
"4886",207312,"Saudi Arabia",456,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2872390133.33333,-10539701866.6667,6665066933.33333,-3275202133.33333,2725126933.33333,-5759935283.492
"4887",207315,"Saudi Arabia",456,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-183504266.666667,-45754933.3333333,6333703200,8521114133.33333,4408077066.66666,4530623956.71467
"4888",207328,"Saudi Arabia",456,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-3.48e+08,16828245333.3333,21741654077.3333,16473328336.2667,46088862333.3333,29861769600
"4889",207329,"Saudi Arabia",456,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-115368863516.379,-80348037688.2568,-39919443390.4076,392787039.748911,3047230325.1004,-46407549246.3696
"4890",207330,"Saudi Arabia",456,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-759634291.728295,-1000060282.01167,-508831030.799564,145801966.045413,875905082.685572,979947265.815676
"4891",207350,"Saudi Arabia",456,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-1062186666.66667,-897386666.666667,-1848346666.66667,-2328737066.66667,-1733052533.33333,-1844560000
"4892",207351,"Saudi Arabia",456,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",218010394722.267,200860075477.285,239993341453.867,314916582179.44,285859922577.6,182847985098.437
"4893",207352,"Saudi Arabia",456,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",247307252133.333,198110220198.136,201975700072.876,209589393636.078,218940847166.779,182183707911.401
"4894",207354,"Saudi Arabia",456,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",20096675973.3333,16353324926.1413,15799360305.823,15713753813.3333,17674830236.669,14878746866.2806
"4895",207357,"Saudi Arabia",456,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2852648000,4382943737.6,4302010666.66667,4507626666.66667,4741034666.66667,2022342205.71765
"4896",207371,"Saudi Arabia",456,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-57785976160.4427,-24740139502.0114,8615945196.56237,69643123966.2822,36496820029.9592,-24658808435.9469
"4897",207374,"Saudi Arabia",456,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5847318557.29067,7202942207.43847,4033147977.28805,2778899566.50967,4849159038.13176,1704181859.84522
"4898",207416,"Saudi Arabia",456,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",6858400000,6106666666.66667,3697179647.55878,3661480714.77888,3718589806.45061,1177166237.36154
"4899",207417,"Saudi Arabia",456,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",-1062186666.66667,-897386666.666667,-1848346666.66667,-2328737066.66667,-1733052533.33333,-1844560000
"4900",207418,"Saudi Arabia",456,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",1062186666.66667,897386666.666667,1848346666.66667,2328737066.66667,1733052533.33333,1844560000
"4901",207425,"Saudi Arabia",456,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",3323789333.33333,-6019550576.80534,1480164353.11467,3117249570.55467,1595426040.92799,-4470627965.96267
"4902",207426,"Saudi Arabia",456,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",7097873454.89333,11434936232.736,17722585649.9467,25397964225.4042,32974483750.2533,58022453996.2567
"4903",207427,"Saudi Arabia",456,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",10421662788.2267,5415385655.93066,19202750003.0613,28515213795.9589,34569909791.1813,53551826030.294
"4904",207436,"Saudi Arabia",456,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",5389928333.33333,8936155333.33333,7279599195.31069,19252328472.9017,13547065583.0659,4910922646.96857
"4905",207606,"Senegal",722,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",701525530.389961,681531848.05218,809015481.75136,935496828.080342,954711504.449055,802164396.600127
"4906",207656,"Senegal",722,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",6029988.9399429,7519672.25205265,6924572.91309177,9051997.58496841,8816003.85348938,8846809.9642669
"4907",207667,"Senegal",722,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",342788887.113599,362516308.55228,385152329.941463,440583419.517545,369600262.941867,241309202.988724
"4908",207675,"Senegal",722,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",31343087.532319,160504216.602613,35957560.1503291,25561059.5500834,42077550.0808184,41224421.3966964
"4909",207693,"Senegal",722,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",348818876.053542,370035980.804332,392076902.854555,449635417.102513,378416266.795356,250156012.95299
"4910",207853,"Senegal",722,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",31364061.4068927,223862543.026852,82415299.630921,52808330.2296805,71063009.6778578,99186741.0822606
"4911",207891,"Senegal",722,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-287018170.613044,-459041043.630795,-400045466.043191,-666250894.941671,-1627145383.09338,-1671659130.79755
"4912",207895,"Senegal",722,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-602152327.524584,-433131906.744949,-1141117399.34187,-1774672581.12082,-1528345878.75106,-2421043925.80571
"4913",207897,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-1437725.27319816,89675829.3360897,126111166.45415,314378275.997227,380982427.328572,251332031.818451
"4914",207918,"Senegal",722,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",125366260.939884,129400225.125854,138284279.063307,161717837.321414,181408557.581217,118259303.503801
"4915",207925,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",263122669.140041,428757327.878133,562205985.260154,452554870.409815,1290342702.207,1114720293.70339
"4916",207970,"Senegal",722,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",161820208.102198,516930302.740081,61082386.496281,325278696.566043,33355065.1214398,195188901.605518
"4917",208123,"Senegal",722,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",341054990.434122,-51446525.6910496,910596493.324662,1675475261.25872,115193431.223698,527989384.068183
"4918",208302,"Senegal",722,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",361145763.401793,-26281897.4442955,923236835.497916,1690270386.64974,131756526.61138,544849592.488722
"4919",208385,"Senegal",722,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-602152327.524584,-433131906.744949,-1141117399.34187,-1774672581.12082,-1528345878.75105,-2421043925.80571
"4920",208397,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-1173860.39952885,87721241.0389862,120212673.062949,314761751.302146,378322808.436035,250059242.010745
"4921",208447,"Senegal",722,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",149686314.228855,200876091.913742,220348424.591318,409198216.251919,650996809.105174,1527106797.44001
"4922",208471,"Senegal",722,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",175535869.277067,-389040180.870533,143948599.785223,657114856.58964,552318631.771781,-62830387.4507965
"4923",208472,"Senegal",722,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,56347643.4125205,-1007.14692615675,0,450948.812764127,0
"4924",208481,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",263122669.140041,428758677.848467,562205985.260154,452554870.409815,1290342702.207,1114720293.70339
"4925",208525,"Senegal",722,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",345593297.117084,367006647.375203,388829545.441869,446069636.872837,374930253.212998,246656970.265684
"4926",208732,"Senegal",722,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",31343087.532319,162708043.172601,38908529.0337809,37401984.8103983,54151909.2255613,52999203.8738321
"4927",209058,"Senegal",722,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6288404327.39432,6179704692.15102,7499420153.28475,8960095117.63212,9169814210.09294,9626651024.47715
"4928",209060,"Senegal",722,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4016951809.48509,4093170632.11094,4593278924.06845,5287037761.42284,5835648428.15407,5062755656.25673
"4929",209109,"Senegal",722,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",317053435.5792,380518500.446573,427864827.501515,443338140.475551,418615469.256412,536242538.180288
"4930",209113,"Senegal",722,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",123852420.799282,134352253.802949,126062600.756739,189394312.285953,184354711.432516,194782359.406496
"4931",209253,"Senegal",722,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",348818876.053542,370035980.804332,392076902.854555,449635417.102513,378416266.795356,250156012.95299
"4932",209289,"Senegal",722,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",159394680.994238,491268379.1716,57512463.2990198,321747483.124416,28448176.6429416,190193992.10899
"4933",209309,"Senegal",722,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",2425527.1079602,25661923.5684811,3569923.19726123,3531213.44162713,4906888.47849827,4994909.49652743
"4934",209384,"Senegal",722,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-19668758.3139499,41384015.5689242,258768024.494074,292770432.759536,190655914.442782,124864919.293974
"4935",209520,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",267349412.299094,500425059.19972,658813490.537266,959021327.701207,1817801297.53616,1796524050.09152
"4936",209920,"Serbia, Rep. of",942,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",187394364.346543,-348912526.994263,305022938.654074,1352560005.59214,2090475049.80495,311882334.052812
"4937",209924,"Serbia, Rep. of",942,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",86281010.6177625,104766325.539705,-95056953.0230025,-17894657.5862638,-18763425.9862901,109873589.71143
"4938",209926,"Serbia, Rep. of",942,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,65158492.4751705,0,0,0,0
"4939",209936,"Serbia, Rep. of",942,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-222588599.634737,-880674558.489085,-1013539497.97885,-995003519.439269,250534337.559807,1881332764.0102
"4940",209941,"Serbia, Rep. of",942,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",-132504563.383734,-866636860.336124,-1007022019.77041,-967288911.496185,314896502.949711,1891621939.04586
"4941",209974,"Serbia, Rep. of",942,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",8346619.91513159,13676339.2246626,22356765.6274399,40905289.0768191,26781177.8825618,11588947.4846955
"4942",209975,"Serbia, Rep. of",942,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-1582007.93882031,28439149.1417818,33096396.0841285,45924736.3183355,58569964.8944795,-31538921.4549679
"4943",209976,"Serbia, Rep. of",942,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",84699002.6789421,133205474.681487,-61960556.9388739,28030078.7320717,39806538.9081894,78334668.2564623
"4944",210032,"Serbia, Rep. of",942,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",27419928.8390134,24459325.0011058,16588231.8978534,48263277.71716,151773108.908689,46121430.092589
"4945",210033,"Serbia, Rep. of",942,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-19073308.9238818,-10782985.7764432,5768533.72958644,-7357988.64034092,-124991931.026127,-34532482.6078936
"4946",210034,"Serbia, Rep. of",942,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",17442839305.8201,19235496823.8707,21858742467.3402,24966953882.8816,26127205134.0063,25499689164.1302
"4947",210035,"Serbia, Rep. of",942,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",20677312927.2487,21682770584.0027,25293915560.858,29780212200.4565,31286372738.6292,30176920186.4364
"4948",210038,"Serbia, Rep. of",942,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",383309226.11402,277369282.737466,172962963.900415,167644412.101635,212831417.750934,203350994.785465
"4949",210090,"Serbia, Rep. of",942,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1389246894.65469,-1200806022.80389,-2316962729.63282,-2466450297.34374,-3660301590.53957,-2211305998.22669
"4950",210107,"Serbia, Rep. of",942,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1528928723.74767,1847235085.35033,2526072547.15771,2395050566.54307,2660717237.51242,1551784721.9468
"4951",210148,"Serbia, Rep. of",942,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1389246894.65469,-1200806022.80389,-2316962729.63279,-2466450297.34376,-3660301590.53958,-2211305998.22669
"4952",210208,"Serbia, Rep. of",942,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1118315920.26202,1148187946.8654,1345192054.14239,1437710053.52106,1484828246.49048,1145750036.94306
"4953",210209,"Serbia, Rep. of",942,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1063448624.76227,1066148131.6256,1270965859.06845,1505385888.09752,1643382614.22998,1385357864.45398
"4954",210264,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",510134530.822353,331041760.249203,14234971.4737819,236004800.370682,340302404.091958,-347805472.172734
"4955",210265,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-187206336.162491,-318908448.034065,-584215.521495065,588970138.195121,567432979.626013,316937853.717553
"4956",210283,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",257926216.594074,347761306.645378,-226389085.324861,-1506773768.95335,-1296480198.21755,-493263660.59293
"4957",210287,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-117691384.485853,-336346726.609517,-63751255.4087663,589883388.855257,599899719.210144,316258779.324847
"4958",210288,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-222266186.750137,-331264186.85149,378737795.52144,1664725216.1358,1326761213.85036,522409012.234405
"4959",210300,"Serbia, Rep. of",942,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",65093792.8403395,69334116.6752401,33417780.5479166,293317033.532356,179921274.743251,56575597.3790935
"4960",210326,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",35660029.8439362,16497119.7938885,152348710.19658,157951447.182442,30281015.6328039,29145351.6414744
"4961",210344,"Serbia, Rep. of",942,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",300449220.825154,228404208.890616,86068242.9878916,348728352.956853,255845338.430333,88040519.7084839
"4962",210345,"Serbia, Rep. of",942,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",344281176.245733,252383373.86671,149506343.658165,358102436.794439,295779820.577701,116496586.781537
"4963",210349,"Serbia, Rep. of",942,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",236077808.125188,834246765.3108,1237605279.11373,556862714.724141,823638484.479921,1606633065.88441
"4964",210355,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",515610884.668507,331041760.249203,14234971.4737819,236004800.370682,353288767.250637,-340469432.409724
"4965",210578,"Serbia, Rep. of",942,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",0,0,0,0,-71961520.9375,-8182374.2424242
"4966",210598,"Serbia, Rep. of",942,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",0,0,0,0,0,0
"4967",210939,"Seychelles",718,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",36851921.3500001,54157839.1638108,52316428.7264286,49767197.106654,38250249.2214286,20852962.763203
"4968",210944,"Seychelles",718,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",3127365.732105,-29567241.2452357,-17412997.8983115,-4436625.27,-20378128.3539457,-8082269
"4969",210946,"Seychelles",718,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-43891827.3464469,-21686371.22,-100443922.328905,-33058600,1215060.23020601,51184830.1230463
"4970",210949,"Seychelles",718,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-219329391.560558,13159287.884303,15396610.0376277,7990453.88425855,-14865164.3121454,-152383375.478829
"4971",210959,"Seychelles",718,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",19309500,-70782471.22,-252532.328905572,0,0,-25009
"4972",211002,"Seychelles",718,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-63201327.3464469,49096100,-100191390,-33058600,1215060.23020601,51209839.1230463
"4973",211028,"Seychelles",718,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",72562977.3935418,3913375.70442199,17763349.8926081,3084073.4314148,23308358.7125183,-27261859.6715721
"4974",211029,"Seychelles",718,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,4179058.84394466,0,0,0,0
"4975",211064,"Seychelles",718,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",207562823.486679,203300527.983308,234328670.949718,181220765.951097,161546368.824663,109868394.584148
"4976",211065,"Seychelles",718,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",170250763.287142,181099283.647545,217859944.364627,214184116.774283,217378756.137302,140246032.317725
"4977",211095,"Seychelles",718,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",36851921.3500001,54157839.1638108,52316428.7264286,49767197.106654,38250249.2214286,20852962.763203
"4978",211123,"Seychelles",718,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-219329391.560557,13159287.8843034,15396610.0376284,7990453.88425888,-14865164.3121452,-152383375.478828
"4979",211127,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-19615936.1995555,-181620266.007226,-84115553.72,34921231.9049102,-30110000,-2709652.45
"4980",211131,"Seychelles",718,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",36851921.3500001,54157839.1638108,52316428.7264286,49767197.106654,38250249.2214286,20852962.763203
"4981",211142,"Seychelles",718,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1813763.92395255,3605826.94410504,532836.726480235,966072.500272598,985393.95027805,3286498.92646117
"4982",211143,"Seychelles",718,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",-4517147.2866051,-79312283.9710944,542040938.789364,7786019.93633914,7941740.33506592,2606699.97903828
"4983",211144,"Seychelles",718,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-87065679.2341785,-107852336.695282,544092751.902994,-10272440.7503793,-8147886.55209249,-54520608.4109618
"4984",211162,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-44778836.7165451,-242861415.158306,-97859864.6212805,54673326.3139233,-56609997.2960647,41478069.8137829
"4985",211163,"Seychelles",718,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",109107359.288793,6306469.54672919,-532447892.827073,-54139556.3139233,76140914.8642627,-43443989.5385559
"4986",211172,"Seychelles",718,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-7972931.54062238,-4395907.28953617,-14531959.5843801,-2691825.27,-10079498.3462666,-45272853.288682
"4987",211196,"Seychelles",718,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-22920824.6364084,42512272.4704712,244983511.739727,197694349.604552,165505660.770468,80841648.3188592
"4988",211203,"Seychelles",718,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",36851921.3500001,54157839.1638108,52316428.7264286,49767197.106654,38250249.2214286,20852962.763203
"4989",211204,"Seychelles",718,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1297074704.91759,1598353363.49388,1864536078.1366,2145360941.69514,2084655873.75074,1239725606.8059
"4990",211205,"Seychelles",718,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1420872754.10951,1619402965.53,2045307361.18911,2061851051.65717,2024900256.94881,1332167183.20164
"4991",211215,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-19017436.1995555,-97107376.0072261,-75379624.72,34921231.9049102,-30110000,-2709652.45
"4992",211276,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",64328522.5722474,-236554945.611577,-630307757.448353,533770,19530917.568198,-1965919.72477299
"4993",211294,"Seychelles",718,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",69929293.8794223,-23349360.6917113,-180416118.700946,86567078.6378143,72569390.2015254,41474962.3355706
"4994",211298,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-24482938.0744408,-48758978.4555086,-11591532.0188,4244194.40901312,-16617574.11838,46025464.8484442
"4995",211301,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-24482938.0744408,-48758978.4555086,-11591532.0188,4244194.40901312,-16617574.11838,46025464.8484442
"4996",211355,"Seychelles",718,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-6330911.21055765,-81162323.173526,542453898.802884,6819947.43606654,6956346.38478786,1511583.72148231
"4997",211426,"Seychelles",718,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"4998",212320,"Sierra Leone",724,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",126968966.848617,164629943.442298,147680202.114262,66263810.2174862,81500370.5528644,84799596.5860225
"5000",212338,"Sierra Leone",724,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",126968966.848617,164629943.442298,147680202.114262,66263810.2174862,81500370.5528644,84799596.5860225
"5002",212340,"Sierra Leone",724,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",126968966.848617,164629943.442298,147680202.114262,66263810.2174862,81500370.5528644,84799596.5860225
"5004",212342,"Sierra Leone",724,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",126968966.848617,164629943.442298,147680202.114262,66263810.2174862,81500370.5528644,84799596.5860225
"5006",212344,"Sierra Leone",724,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",781558030.52527,788175639.694534,843859581.215989,737943090.942619,632404792.443926,661505031.940248
"5008",212346,"Sierra Leone",724,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2229509572.62417,1422952582.91096,1594303873.76009,1593793578.92773,1817978320.24969,1385993406.46494
"5010",212482,"Sierra Leone",724,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",43574384.9135927,17403547.6325455,15142722.9452099,17763310.1863607,11112484.857903,6651544.92879235
"5012",212484,"Sierra Leone",724,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",168179408.576363,133810753.661682,152181762.9853,151089118.512445,170415455.431776,110336765.130263
"5014",212590,"Sierra Leone",724,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",101314821.300657,93868443.9652401,95294048.5616854,68180753.8524771,69327935.6993955,23367730.5289721
