"","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
"1185",1627,"Cyprus",423,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",13904593792,14781779885,17000470675,19144948810,19835078554,20379031326
"1186",1628,"Cyprus",423,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",13381858398,14412980718,17093324411,18779375940,19574957695,20711230043
"1187",1629,"Cyprus",423,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",29116855993,12576592796,23441511171,28508277110,27300355997,20600987506
"1188",1630,"Cyprus",423,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",28158536492,11986631271,22872885585,28220453920,27774170496,21949939712
"1189",1631,"Cyprus",423,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3009380157,3133811278,3428635423,3811376189,3872807578,3701154253
"1190",1632,"Cyprus",423,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1730494984,1896093032,2002057290,2304331519,2530139267,2149239856
"1214",1662,"Czech Rep.",935,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4597939758,4485003623,5053759016,5903632761,5987702857,5531703023
"1217",1665,"Czech Rep.",935,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1978191379,2156897027,4822809639,4360162807,5808951033,2363736748
"1218",1666,"Czech Rep.",935,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",14594039233,15537303074,19526945953,19426494453,20505255344,15844918051
"1220",1668,"Czech Rep.",935,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5527063499,5710343503,6452576907,7506202793,7003560949,6407685330
"1232",1680,"Czech Rep.",935,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.40294e+11,1.40319e+11,1.5698e+11,1.76775e+11,1.71429e+11,1.56129e+11
"1234",1682,"Czech Rep.",935,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.51446e+11,1.5529e+11,1.73235e+11,1.91694e+11,1.86545e+11,1.72837e+11
"1244",1692,"Denmark",128,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",13217241828,12799101882,14058735762,16275655024,16005090975,14889946491
"1247",1695,"Denmark",128,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.47193e+11,1.46364e+11,1.59497e+11,1.79939e+11,1.79356e+11,1.72954e+11
"1249",1697,"Denmark",128,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",36668765198,32628018398,37501358062,42282555438,44428330262,43002827938
"1250",1698,"Denmark",128,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",28487740147,26742362584,28578137325,32609304600,34648679013,32941868466
"1251",1699,"Denmark",128,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",5729452004,6416907635,6861789923,7459124792,7963688616,5747001599
"1262",1710,"Denmark",128,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.6776e+11,1.67287e+11,1.83375e+11,2.01745e+11,2.05019e+11,1.95876e+11
"1273",1723,"Djibouti",611,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2980595334,2847426376,4306020582,4188952354,4763667490,3424742925
"1277",1727,"Djibouti",611,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",433175502,414461223.2,620817370.3,498247252.7,531721068.4,435009080.9
"1281",1731,"Djibouti",611,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3525582233,2703006398,4146589317,4563067955,5149672802,3694847411
"1285",1735,"Djibouti",611,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",496834926.7,525970481.8,537584191,555511166.4,615475942.6,510856773.6
"1286",1736,"Djibouti",611,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",60416045.37,91683031.27,121478047.1,131149262,133702319.9,118521727.9
"1299",1750,"Dominica",321,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",9941449.781,12939114.5,-9992031.369,621990.9177,15686416.58,-4721249.267
"1304",1755,"Dominica",321,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",268226050.7,269649442.9,217536249.5,156550657.8,211175033.1,95366374.64
"1305",1756,"Dominica",321,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",326494116.7,329423042.7,319925536.2,420177115.4,426026531.2,303326005.6
"1314",1765,"Dominica",321,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",131801.3074,6570.237037,5730.237037,2596.162963,10876.48148,69259.25926
"1323",1774,"Dominica",321,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",723170.8493,780955.5852,836029.137,1523536.102,1679356.392,782743.8339
"1324",1775,"Dominica",321,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",34067786.92,31439080.24,28741025.99,39261529.91,42932577.79,23826972.16
"1326",1777,"Dominican Rep.",243,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"1329",1780,"Dominican Rep.",243,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16983600000,18148800000,18991400000,20051700000,20509200000,14889400000
"1330",1781,"Dominican Rep.",243,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",20080500000,20768200000,21041300000,24114400000,2.4526e+10,20301900000
"1332",1783,"Dominican Rep.",243,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",2336300000,2439500000,2724500000,2.761e+09,2860700000,2.442e+09
"1334",1785,"Dominican Rep.",243,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",547700000,5.81e+08,609600000,645500000,671700000,341200000
"1335",1786,"Dominican Rep.",243,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1550400000,1.626e+09,1571100000,1646300000,1703900000,1408300000
"1357",1808,"Eastern Caribbean Currency Union",309,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",163566984.5,175610172.3,167306903.7,168670925.1,175903788.5,62053109.67
"1358",1809,"Eastern Caribbean Currency Union",309,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",346046614.4,355718399.5,360573023.9,414644559,420399153.7,265490921.4
"1359",1810,"Eastern Caribbean Currency Union",309,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5063336.1,5523896.107,15905506.1,27549715.19,24246139.37,25644055.98
"1360",1811,"Eastern Caribbean Currency Union",309,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",389054344.6,313849430.6,311807118.1,332478984.8,376979200.1,119561167.3
"1370",1821,"Eastern Caribbean Currency Union",309,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3593144038,3561189710,3630450562,3785676581,4166131927,2080298514
"1375",1826,"Eastern Caribbean Currency Union",309,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3567470427,3788050724,3888282728,4401558413,4436332285,3173473457
"1388",1839,"Ecuador",248,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",444263888,532341328.9,558422250.1,583565513.2,616302779.3,663363885.8
"1389",1841,"Ecuador",248,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1510099397,1239283958,1471441255,1548386909,1621947375,1116655802
"1394",1851,"Ecuador",248,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",598113472.6,436024784.1,363822519.6,458344105.2,392335079.8,364239740.6
"1396",1855,"Ecuador",248,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"1406",1875,"Ecuador",248,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",23895100782,19513990730,23021810216,26296147654,25889482278,19876356275
"1410",1883,"Ecuador",248,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",21440060545,20088895588,22530313905,25406322774,26025791422,22373343969
"1430",1912,"Egypt, Arab Rep. of",469,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",37569400000,33624300000,42874700000,51619507000,53522607000,40101707000
"1431",1913,"Egypt, Arab Rep. of",469,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",67938800000,68301400000,70224100000,76328100000,78950800000,72482400000
"1438",1920,"Egypt, Arab Rep. of",469,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",153300000,96700000,138400000,123600000,135700000,100300000
"1439",1921,"Egypt, Arab Rep. of",469,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",4374800000,3485100000,3968200000,6437400000,8111700000,6845400000
"1440",1922,"Egypt, Arab Rep. of",469,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",9727300000,8191200000,8599800000,8843400000,8503700000,7131600000
"1441",1923,"Egypt, Arab Rep. of",469,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",7178600000,7024800000,7429200000,8162990000,8552130000,8032690000
"1446",1928,"El Salvador",253,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",489927015.2,450901779.1,482683786.7,476335141.7,525866748.1,273038009.9
"1447",1929,"El Salvador",253,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",619397097.6,626095062,649269009.9,718389111.7,720932706.7,573455584.7
"1448",1930,"El Salvador",253,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2059384.193,-2703521.848,340899.262,135608.7532,479544.0431,51653032.28
"1449",1931,"El Salvador",253,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",726467698.3,817949666.9,914799921.7,952475526.6,854161988.1,839239248.2
"1461",1943,"El Salvador",253,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6914058468,6871196858,7224712453,7564979852,8056709676,6073499480
"1462",1944,"El Salvador",253,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",10925078972,10717286435,11336179943,12323286065,12468596697,10397566735
"1478",1960,"Estonia, Rep. of",939,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1417719401,1619968770,1780705608,1972342607,2035150393,1741772894
"1479",1961,"Estonia, Rep. of",939,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",16821552494,17666042577,19343579707,21902535272,21712360403,21813233494
"1482",1964,"Estonia, Rep. of",939,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",396860203.4,521550121.7,524787903.3,723485928.5,747025436.6,652837690.6
"1488",1970,"Estonia, Rep. of",939,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",17721872011,18537802620,20442093049,22744792026,22961770090,21769319392
"1500",1982,"Estonia, Rep. of",939,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1321944044,1374130228,1578605238,1805685793,1785699260,1477688295
"1505",1987,"Estonia, Rep. of",939,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1861923617,1733140553,1987372480,2334213882,2290140770,1760507763
"1524",2007,"Eswatini, Kingdom of",734,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",270970.8498,281192.5657,875943.5391,714621.4617,1324622.233,536886.8186
"1525",2008,"Eswatini, Kingdom of",734,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",33217391.76,22356966.06,29023586.32,31557882.41,27739716.38,32302178.36
"1527",2010,"Eswatini, Kingdom of",734,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",10974752.4,3061216.636,12614678.64,4783999.396,5524070.397,4457460.101
"1528",2011,"Eswatini, Kingdom of",734,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",259502639.4,213067840.2,339968411.4,358482922.4,499891073.1,454819722.5
"1530",2013,"Eswatini, Kingdom of",734,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1690359266,1650110277,1947794179,2066910589,1923609636,1686194352
"1533",2016,"Eswatini, Kingdom of",734,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1743678940,1695049828,1914980626,1899341356,2047508514,1807821427
"1536",2036,"Euro Area",163,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3.23511e+12,3.24485e+12,3.56986e+12,3.87269e+12,3.8149e+12,3.5013e+12
"1537",2037,"Euro Area",163,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2.79036e+12,2.79314e+12,3.07574e+12,3.39704e+12,3.4316e+12,3.12371e+12
"1538",2038,"Euro Area",163,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",3.56316e+11,3.59409e+11,4.04675e+11,5.01581e+11,4.31565e+11,4.09643e+11
"1547",2047,"Euro Area",163,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1.50875e+11,1.44911e+11,1.65737e+11,1.83578e+11,1.81485e+11,1.50275e+11
"1549",2049,"Euro Area",163,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1.39703e+11,1.37876e+11,1.48991e+11,1.66708e+11,1.62298e+11,1.47433e+11
"1557",2057,"Euro Area",163,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",4.48946e+11,4.78489e+11,5.12568e+11,6.23713e+11,5.52895e+11,4.20666e+11
"1571",2071,"Fiji, Rep. of",819,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",333364932.5,338534855.5,375977944,497988200.2,483197954.3,140298315.5
"1572",2072,"Fiji, Rep. of",819,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",301543216.8,303581979.3,343445105.9,385862539,397245301.7,223724683.2
"1575",2075,"Fiji, Rep. of",819,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"1576",2076,"Fiji, Rep. of",819,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",287829549.4,299520314.6,454046126.1,383642165.7,459023734.8,292049350.2
"1583",2083,"Fiji, Rep. of",819,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2447036834,2496081238,2732197073,3093022834,3206096177,1977288239
"1587",2087,"Fiji, Rep. of",819,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2281871121,2304372448,2467109097,2660357995,2636399008,1230186406
"1597",2097,"Finland",172,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",83024113800,83780794264,96077881358,1.0601e+11,1.07084e+11,97419510795
"1601",2101,"Finland",172,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",5386025940,5465188407,6178704034,7266237394,6839770578,5779973200
"1603",2103,"Finland",172,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",84365529534,86837943188,95955454866,1.09443e+11,1.06664e+11,97037427862
"1608",2108,"Finland",172,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3496319053,3650431303,4328499849,5019434704,5077349567,3026969422
"1610",2110,"Finland",172,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",7708733655,8079409540,9093981238,10493552020,13967966886,13256050325
"1624",2126,"Finland",172,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",4965239893,6690002254,8690912084,8097139010,8640397016,6682542087
"1625",2127,"France",132,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",41873314555,40281580519,46006854170,46783712551,46315511245,42337732456
"1634",2136,"France",132,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",45022603180,45662401776,49307196526,54016343452,51646039896,43625439631
"1638",2140,"France",132,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",30326873989,32948634557,40057468245,45230133727,36335102824,31539703632
"1641",2143,"France",132,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7.87378e+11,7.93619e+11,8.58197e+11,9.4788e+11,9.16214e+11,7.99147e+11
"1645",2147,"France",132,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",73554496487,72932781950,81047724066,99137749560,1.10991e+11,63402376657
"1653",2155,"France",132,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",7.77545e+11,7.80381e+11,8.34698e+11,9.15679e+11,8.92016e+11,7.5231e+11
"1660",2223,"Gambia, The",648,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",214593944.5,187432506.4,278129675.4,362513207.2,360207997.8,175681761
"1661",2225,"Gambia, The",648,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",399006702.3,372620492.2,560644613.9,691721075.9,640548309.9,690979474.1
"1671",2245,"Gambia, The",648,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"1672",2247,"Gambia, The",648,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",20471639.12,9474283.189,12739440.26,31710121.43,40815314.19,38804803.33
"1673",2249,"Gambia, The",648,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",51217791.23,47010746.41,70871083.98,86514399.81,81570590.32,88279731.6
"1677",2258,"Gambia, The",648,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",10420000,12031846.25,7680000,11988000,11988322.7,14264000
"1681",2272,"Georgia",915,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",8655960251,8488467492,9344910838,10768594069,11161916850,8967427131
"1687",2278,"Georgia",915,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6108160411,6177733456,7560033325,8896617467,9546068066,5926626715
"1696",2287,"Georgia",915,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",212571147.4,204918706.7,316416036.9,318837025.5,252167035.4,273561715.7
"1697",2288,"Georgia",915,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",592109719.3,1016244260,1335998574,1265627498,1377777801,1045582127
"1698",2289,"Georgia",915,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",952134809,919892508.9,959679218.4,973893581.8,1006723306,698006096.3
"1702",2293,"Georgia",915,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",956903976.4,957027389.2,1082022146,1257932269,1276444595,809799535.5
"1714",2305,"Germany",134,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.57525e+12,1.59825e+12,1.7415e+12,1.88164e+12,1.8331e+12,1.69182e+12
"1715",2306,"Germany",134,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.32021e+12,1.34185e+12,1.4809e+12,1.6369e+12,1.6023e+12,1.46406e+12
"1727",2318,"Germany",134,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",56541794379,55228202914,61814987732,69942645515,78508491962,64685530338
"1728",2319,"Germany",134,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",62319323823,61795634582,65985504228,72359296555,74487248391,70773566998
"1731",2322,"Germany",134,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",95408478736,1.07602e+11,1.03639e+11,1.45665e+11,1.51486e+11,1.07953e+11
"1733",2324,"Germany",134,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",39165051628,47145409123,54525640457,55402133079,46396564203,40818247401
"1740",2331,"Ghana",652,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",792368302.1,458640297.1,1918950000,3116257000,2946191484,2461315477
"1747",2338,"Ghana",652,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",20773843264,20536466613,22122770000,23220558305,26908258730,24545371206
"1759",2350,"Ghana",652,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",457404727,809131049.3,472550000,453063532.7,501075048.9,516888556.7
"1761",2352,"Ghana",652,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16463379634,17469860326,20436840000,22514756474,25592338542,22077073356
"1762",2353,"Ghana",652,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1860928005,1978933727,2096380000,2088789874,2353533034,2020311692
"1773",2364,"Greece",174,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",63845040237,62018899853,71760870932,85802967856,83192116846,71758333128
"1775",2366,"Greece",174,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",15156644233,13912747252,16369766778,19595769101,19361982590,15728597859
"1776",2367,"Greece",174,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1802256929,627534512.1,1107430298,691147187.8,931460762.1,964805889.1
"1785",2376,"Greece",174,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10401646554,8838346922,10772859926,13024962533,12729624431,11246088247
"1787",2378,"Greece",174,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",62624983040,60305408061,70104581289,81867719581,81184115053,59021509142
"1792",2383,"Greece",174,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1142056353,1149200043,1469699859,1535695718,1862388677,1704304079
"1796",2387,"Grenada",328,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",55284929.63,54250050.24,58421131.05,65791259.79,77049711.81,46751390.07
"1803",2394,"Grenada",328,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",510778316.8,524776471.4,578131572.2,621273651,661722831,421842996.1
"1809",2400,"Grenada",328,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",507078433.7,529464840.4,615721126.2,684819355.7,727243859.6,587441263.7
"1811",2402,"Grenada",328,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",15904320.01,14731309.32,14563916.37,16397731.2,15927907.14,5983962.847
"1813",2404,"Grenada",328,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",67231137.16,50074118.28,75147726.02,71531785.56,77684204.99,36432011.49
"1816",2407,"Grenada",328,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",162914.2556,70700.73704,542267.7778,560496.537,1085678.889,1085678.889
"1834",2425,"Guatemala",258,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",18685913640,18241488990,19750650140,21170122310,21526557150,19266948870
"1839",2430,"Guatemala",258,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",12327469530,12386653940,13250682480,13351063340,13597600430,12712975170
"1840",2431,"Guatemala",258,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",457641180,462603590,443937280,457390400,477548070,390766930
"1841",2432,"Guatemala",258,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1311519340,1361658410,1394697630,1478357900,1571959270,1351437010
"1844",2435,"Guatemala",258,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1302753010,1372072750,1425660860,1460742230,1441568330,1565485880
"1847",2438,"Guatemala",258,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",122218940,208006540,207800210,186308770,210063800,303004770
"1858",2449,"Guinea",656,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",108582650,108151000,41340000,104470000,73840000,24610000
"1871",2465,"Guinea",656,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",7984887.32,9013145.68,9220000,1250000,1040000,90000
"1872",2466,"Guinea",656,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",249875921.2,492106341,416930000,402510000,416630000,1070890000
"1874",2468,"Guinea",656,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1859596268,2467233944,4647370000,4079080000,4040730000,8996040000
"1875",2469,"Guinea",656,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2695235060,5138201461,4239940000,4183670000,4320100000,6313510000
"1892",2496,"Guinea-Bissau",654,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",288516902.7,185193750,375025865.4,380427720.4,291804892.1,232536091.8
"1893",2497,"Guinea-Bissau",654,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",337784963,218670580,446571455.8,459132372.1,502204470.3,439386031
"1898",2502,"Guinea-Bissau",654,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",60360.18214,241600,270383.4927,243227.7638,54103.77905,146806.9052
"1899",2503,"Guinea-Bissau",654,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",41600169.9,29281780,58396290.1,48346784.09,48768958.69,50807732.94
"1902",2507,"Guinea-Bissau",654,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",434525.681,285900,445529.9972,1019000.106,212660.2798,329924.6307
"1903",2508,"Guinea-Bissau",654,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1225277.882,2679370,7891925.829,80464461.2,12905714.06,13522618.58
"1909",2517,"Guyana",336,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",5837000,41405013.85,71230555.91,71230555.91,36500000,72860878.79
"1910",2519,"Guyana",336,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",138786021.1,124538932,217315104.5,322846694.6,430194959,295691619.5
"1911",2523,"Guyana",336,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1296096535,1674548819,1643614998,1575263927,1804674883,2798631588
"1916",2533,"Guyana",336,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1776124246,1931857354,2216919029,3220704877,5024573188,3755721475
"1917",2535,"Guyana",336,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",20127681.73,16391910,13200187.63,3363620,2523506.667,1862550
