"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"171801","Namibia",728,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",32515127.1094461,18172534.6454982,204703921.564838,186751845.217476,-17730939.8431716,90698713.6023211
"171841","Namibia",728,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,101829.986197681,0,0
"171862","Namibia",728,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",844018870.179763,120556076.831621,-48281387.9203377,-20270607.3909005,-17085124.6913275,-95129029.7533302
"171864","Namibia",728,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",699058103.43242,142360010.583404,375365160.63848,58602053.4905324,-215860528.750741,29667182.0461333
"171882","Namibia",728,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",846096290.251837,118352055.106527,-46150980.9476061,-18076358.874187,-7463691.68468468,-92288019.7050307
"171893","Namibia",728,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-198781199.437783,-383377266.384198,-644463720.79155,-188140249.884328,76139149.8996685,-98136251.3410339
"171895","Namibia",728,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",137863684.440941,143241623.501197,186906844.970515,144067535.68276,115378620.662738,102922284.165449
"171920","Namibia",728,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-63006156.2707676,398893775.250924,405438500.216387,177058189.981028,-49540893.4106328,44946590.4389006
"171922","Namibia",728,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",63956970.4683424,406834208.309393,466664063.341355,177926639.001562,-26678219.9954044,37047665.2063127
"171923","Namibia",728,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",210071741.818493,354812098.144867,682068365.432456,327363967.891674,-55763124.3780766,110065348.605004
"171929","Namibia",728,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",83298494.6502753,80010963.2367229,115736639.960685,116242443.221711,108820387.48788,149583308.462607
"171930","Namibia",728,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",159670294.386874,143866917.112299,135352245.385836,150527425.367899,135531917.402128,101977458.186553
"171936","Namibia",728,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-237509712.702941,-28889396.0142055,303444366.947617,119014114.572867,59919450.6965553,-100866617.566815
"171937","Namibia",728,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-166842019.903255,16294904.913458,414989981.467836,195902960.420299,113407395.512398,-139962059.556027
"171972","Namibia",728,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",56847008.7648178,8654231.27441439,-27585441.8696572,54143991.2634614,-3444928.51635493,15960278.5122119
"171973","Namibia",728,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",104319818.884791,-7823452.50313413,-66482571.7921829,96819997.9099273,8985484.63738458,51394125.0702482
"171975","Namibia",728,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",59448896.4209863,269086368.349404,194330864.026372,128381118.395961,-127197991.254582,-54213339.8173623
"171987","Namibia",728,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2016699.98160785,5428559.80371718,8709587.94698807,-1928291.17781478,-1480951.82350683,2318873.06123813
"171988","Namibia",728,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",139837633.750068,269958512.057191,301175701.7482,525442082.430631,308304398.908882,54437484.737117
"172018","Namibia",728,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",11290542.3807104,-28565168.2393307,37604644.6409065,139223718.007345,20376025.5215924,11929097.26397
"172055","Namibia",728,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",70667692.7996863,45184300.9276636,111545614.52022,76888845.8474324,53487944.815843,-39095441.9892127
"172060","Namibia",728,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",32515127.1094461,18172534.6454982,204703921.564838,186751845.217476,-17730939.8431716,90698713.6023211
"174173","Nepal",558,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",2365144098.50662,650974822.454532,372071137.639932,-657075314.702955,338366167.992043,2929169956.55545
"174177","Nepal",558,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",31439157.9299322,53960051.8570056,88133993.5444129,99629964.9273585,99663010.0777806,46412915.1395538
"174190","Nepal",558,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",0,0,0,0,0,0
"174204","Nepal",558,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",161635419.046932,164631642.768348,149052548.891821,133892828.816599,142129601.944357,115440308.007164
"174217","Nepal",558,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",409071457.298947,412159445.100861,538564932.476421,607912250.128219,627796220.7841,546998110.847548
"174220","Nepal",558,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",0,0,0,0,0,0
"174228","Nepal",558,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",365021381.993587,350042479.616521,663269342.082109,959817539.263128,883806338.84178,1479288532.31535
"174238","Nepal",558,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,22133726.3182245,0,131.502361526601,0,0
"174262","Nepal",558,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",49151066.9765058,118818320.863287,210758243.282746,389154623.548857,82416256.9719223,234712964.897291
"174317","Nepal",558,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7711562675.97703,10015080400.1713,11823752195.1325,14638261931.0303,13836308893.4756,10694431763.601
"174320","Nepal",558,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",161635419.046932,164631642.768348,149052548.891821,133892828.816599,142129601.944357,115440308.007164
"174321","Nepal",558,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"174325","Nepal",558,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",161635419.046932,164631642.768348,149052548.891821,133892828.816599,142129601.944357,115440308.007164
"174352","Nepal",558,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",202811606.966777,179434977.326336,483492311.854086,815677801.250969,678012465.959454,1271085093.31905
"174354","Nepal",558,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",8097341.07430458,5019121.82576757,127178910.355941,15461364.6318505,13111764.2519173,57317356.4437125
"174355","Nepal",558,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",207825848.164616,178909566.885074,592632510.838916,823492877.743238,707441364.07778,1344864222.62542
"174398","Nepal",558,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2608265819.08977,-3198276.11696815,-883590267.053689,-2614630347.65579,-1611495214.98699,27371686.126636
"174412","Nepal",558,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",161635419.046932,164631642.768348,149052548.891821,133892828.816599,142129601.944357,115440308.007164
"174413","Nepal",558,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2243659157.03772,2116582378.12133,2430457012.4652,2677604304.74843,2726226421.80426,1771333672.21103
"174426","Nepal",558,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2608265819.08978,-3198276.11696884,-883590267.053685,-2614630347.65581,-1611495214.98698,31303320.1352408
"174459","Nepal",558,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-207825848.164616,-178909566.885074,-592632510.838916,-823492877.743238,-707441364.07778,-1344864222.62542
"174468","Nepal",558,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",8097341.07430458,5019121.82576757,127178910.355941,15461364.6318505,13111764.2519173,57317356.4437125
"174599","Netherlands, The",138,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",-327569382.626724,-1118406160.71655,-372407032.31123,-285234096.74909,-464839489.123371,-226119311.554074
"174603","Netherlands, The",138,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",7782357500.43247,3306616965.67409,2149891452.53809,2013772106.84982,2202589960.66015,1677624923.25216
"174609","Netherlands, The",138,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",31107630792.1661,29644207559.7532,33657327117.8269,42436845130.989,40939807098.322,37731588653.6834
"174625","Netherlands, The",138,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",214235831468.219,220766423333.782,217069679102.073,264965487332.17,229193053729.759,190969205355.187
"174629","Netherlands, The",138,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-39126330592.5809,33527067377.1719,-276225032.115971,-18429314951.6671,25704434676.5419,38725593302.6447
"174630","Netherlands, The",138,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-6589215718.10297,67831024715.1497,7543007305.7786,7309522318.43332,56692641115.4749,61611154813.9547
"174643","Netherlands, The",138,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",4024402404.93799,2018628771.23844,1817473834.82452,1407114923.69047,1749082203.73374,1614840931.01627
"174673","Netherlands, The",138,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-3757955095.49448,-1287988194.43565,-332417617.71357,-606657183.15935,-453507756.926404,-62783992.2358926
"174719","Netherlands, The",138,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",-47111735400.7877,-38874890415.0773,-53525863824.3885,41633492039.9899,20221363377.1361,-50400469868.9516
"174727","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-16814140927.1573,32002100472.8765,-44509283366.2923,508554914.569786,42021917682.7914,-51415881178.2623
"174813","Netherlands, The",138,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2629521812.67754,17697084622.2058,-16652960003.0277,-15937813562.1337,214845118.804436,-70909312696.3008
"174840","Netherlands, The",138,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",393348697927.323,291090751685.406,271290450681.281,-273326794806.194,-19056504841.2106,-289194319129.175
"174882","Netherlands, The",138,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-435186775.688621,-3390264330.08106,-1746615168.53872,500964344.563263,532175942.173061,-231151068.07804
"174887","Netherlands, The",138,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",632829558771.881,623272904117.959,695803174806.615,773738819331.777,751225041606.295,712411611595.214
"174963","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-14184619114.4798,14305015850.6707,-27856323363.2646,16446368476.7035,41807072563.987,19493431518.0385
"174988","Netherlands, The",138,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-841947094.23202,-488873758.540598,-60665691.5712508,498631125.087229,229147922.259993,705168831.831634
"175008","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-816092587.235047,-83822708.8879782,-3416275598.76281,-422442483.406598,81227390.6114698,-80872737.2775916
"175014","Netherlands, The",138,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",575116435137.83,543315836979.247,606225263458.781,677378995092.619,661973038559.868,620630036579.352
"175037","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-35750463529.1499,-2185870854.555,-4995695389.45398,-63491370771.7034,46674940163.4464,-15727649.9794974
"175065","Netherlands, The",138,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",32537114874.4779,34303957337.9778,7819232337.89457,25738837270.1004,30988206438.933,22885561511.3101
"175079","Netherlands, The",138,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",238508678049.623,238860127963.536,246776968234.607,300107405634.789,248691841992.719,187179033064.194
"175083","Netherlands, The",138,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",1219138824.88126,1130703221.18317,1131982941.80432,1258832918.21429,1256123412.63527,1258915031.60182
"175169","Netherlands, The",138,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",336571741586.529,231773270194.139,138018488430.9,-339996760311.881,5988085945.12711,-243664007180.561
"175194","Netherlands, The",138,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",36404170191.7993,54205182057.9232,73979732563.1189,84535407558.5529,62544497786.6604,46785890818.0975
"175223","Netherlands, The",138,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",78816780546.7641,14212280447.282,92800809296.9218,-59225592862.801,-86348943378.8426,-170655552474.056
"175232","Netherlands, The",138,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",19419748412.7829,19945477920.6737,22796259069.5887,31136019215.1557,29692506126.596,28972247470.2192
"175241","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-8455443688.63103,16645717508.242,-22068154770.1913,19565296898.6906,40651340959.8745,23913198921.232
"175347","Netherlands, The",138,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",326674188249.074,230416924524.855,138548815299.666,-363550196111.056,9131315081.54528,-240423153934.592
"175377","Netherlands, The",138,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-5729175425.84875,-2340701657.57131,-5788168593.0733,-3118928421.98717,1155731604.11253,-4419767403.19356
"175401","Netherlands, The",138,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",36404170191.7994,54205182057.9231,73979732563.1189,84535407558.553,62544497786.6604,46785890818.0975
"175437","Netherlands, The",138,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",32782440509.5049,39281515083.9466,-36138982901.8328,-1157150057.26208,19500763596.8328,-148558397463.716
"176721","New Zealand",196,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-15724523.6578723,-764628702.296996,-80051140.1603186,644146552.513448,-1558656256.47123,721970495.832084
"176725","New Zealand",196,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-2229382430.60256,-368254092.129046,-869401599.350116,2306819884.27558,-2392882722.5257,24761642.3496347
"176802","New Zealand",196,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",-89030381.9125656,687045840.068335,139384667.526858,-557576744.183988,72196323.8264825,685035646.245151
"176805","New Zealand",196,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",5784149347.9098,13063902529.5671,2732940604.38766,4773311963.44098,957310184.455244,949097980.577394
"176812","New Zealand",196,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-98884906.0805284,193481669.017202,-147277394.999089,-515847884.159289,-345129283.592693,422811501.942751
"176894","New Zealand",196,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-67497082.5691858,-131191527.779785,30771186.9223279,-54868448.0443243,1309005754.77968,-14276614.2645311
"176895","New Zealand",196,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-2386310970.08749,-1774671929.40382,-85972744.9206204,-459384564.37636,2191739828.74823,-608648130.851186
"176932","New Zealand",196,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",723957220.654218,922780048.570287,683991892.042094,495537245.876909,686670801.303856,609713481.30175
"176933","New Zealand",196,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",6083408001.07349,5729946280.32945,7374819167.75475,7116995341.60707,5900257544.37443,4999437867.45206
"176937","New Zealand",196,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",20949383.0606407,33467973.6336875,44734549.8177751,46199139.3904081,25514369.2206846,59620677.5401267
"176938","New Zealand",196,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",227814198.26899,1481112823.71098,100457909.315477,-41511791.6207691,-24184543.3794493,-29356205.5592214
"176950","New Zealand",196,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1923068130.05119,1973797638.51919,2186564315.38561,2303600808.60688,2307482054.02968,1285500690.75968
"176957","New Zealand",196,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",247381290.987488,1513889966.96656,145904202.905495,4016791.8788055,2674166.19274861,30240997.1489031
"176964","New Zealand",196,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",2212504309.25169,2462734247.59828,671956080.684036,3092448602.52069,2420734241.67105,5625779689.60311
"176981","New Zealand",196,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",3338185978.72739,11322110660.2555,2185422245.84473,2906773367.37806,1200463223.76299,-470036939.88631
"176995","New Zealand",196,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2809870114.18246,2729130190.47013,3061432428.20311,3298568329.95328,3315589090.49212,2088698211.56168
"177017","New Zealand",196,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-4434910183.69211,-2535048301.66138,-5702146440.00943,-8617513596.0442,-5969137070.78118,-2429971415.98458
"177023","New Zealand",196,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-521194809.395566,3102114976.01618,1870124217.32461,-2139649712.21834,-330334874.16398,-4593473933.19646
"177024","New Zealand",196,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-113734024.776904,-125907382.614629,-23992947.7136333,66851839.0022023,53654135.4365065,102119753.440184
"177025","New Zealand",196,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",1860965842.08272,-277282488.243603,-1415231137.23655,1479678073.53437,138385473.150979,-1222776397.98801
"177037","New Zealand",196,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",968055203.476643,4207064888.06023,2020004252.08672,1588950629.72313,2353011411.86595,4553594731.22263
"177038","New Zealand",196,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",3182693588.56102,6669749952.92161,2690551886.72262,4681362835.67754,4773745653.537,10180738727.4949
"177077","New Zealand",196,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-4436307307.60916,-2532874389.9261,-5702138801.19641,-8616138268.85165,-5969137070.78118,-2428720316.99868
"177433","New Zealand",196,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",49615061683.3113,49787256774.0466,55808303269.8358,58209006810.3096,57875040492.745,50172608101.8636
"177471","New Zealand",196,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",4247276812.17021,1497389441.16021,-1329258392.31593,1939062637.91073,-2053354355.59725,-614128267.136825
"177553","New Zealand",196,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",47810013991.2104,48098255004.9725,53607772126.8983,58370386866.0373,57681770514.5028,48118263649.7884
"177979","New Zealand",196,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-38759734.5817636,-91680759.7539712,-36122219.3683435,50052020.8109886,58892324.5595257,45833579.0941002
"178363","Nicaragua",278,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-626200000,-428200000,-534300000,-231700000,-149700000,-324100000
"178370","Nicaragua",278,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",2300000,1100000,3400000,-3900000,-14100000,-1800000
"178383","Nicaragua",278,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",4.5e+07,65300000,64500000,75100000,59100000,39500000
"178389","Nicaragua",278,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",4.5e+07,65300000,64500000,75100000,59100000,39500000
"178390","Nicaragua",278,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",204404035.135443,-51961308.310114,291652948.734811,-509862394.450327,119594695.535424,903330890.934815
"178391","Nicaragua",278,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,45273137.4760672,0,0,0,0
"178394","Nicaragua",278,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",4.5e+07,65300000,64500000,75100000,59100000,39500000
"178421","Nicaragua",278,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",3.08e+08,442800000,486200000,453400000,227600000,568500000
"178440","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",166400000,5100000,-147200000,-173100000,-136300000,-100200000
"178490","Nicaragua",278,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",52500000,56800000,60700000,60400000,60200000,57300000
"178530","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",154700000,-133400000,-135600000,-146600000,-168700000,-82700000
"178531","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",624900000,442100000,439400000,218200000,149700000,324300000
"178536","Nicaragua",278,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",2300000,1100000,3400000,-3900000,-14100000,-1800000
"178552","Nicaragua",278,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",374800000,204600000,178100000,119800000,107800000,111400000
"178554","Nicaragua",278,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",374800000,204600000,178100000,119800000,107800000,111400000
"178571","Nicaragua",278,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",374800000,204600000,178100000,119800000,107800000,111400000
"178582","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",331900000,304400000,450300000,2.58e+08,383400000,492600000
"178590","Nicaragua",278,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5126800000,5188700000,5737100000,5.561e+09,5714100000,5342100000
"178591","Nicaragua",278,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7411800000,7293700000,7579600000,6754200000,6251500000,5951500000
"178600","Nicaragua",278,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",484800000,461800000,465500000,420600000,394100000,326200000
"178667","Nicaragua",278,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",3200000,140600000,1600000,-64200000,327900000,131200000
"178671","Nicaragua",278,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",374800000,204600000,178100000,119800000,107800000,111400000
"178676","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-1300000,13900000,-94900000,-13500000,0,2e+05
"178677","Nicaragua",278,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",331900000,304400000,450400000,2.58e+08,383400000,679600000
"178693","Nicaragua",278,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",3200000,140600000,1600000,-64200000,327900000,131200000
"178697","Nicaragua",278,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-884700000,-922500000,-8.09e+08,-114300000,861900000,567500000
"178739","Nicaragua",278,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-884700000,-922500000.000001,-8.09e+08,-114300000,861900000,567500000
"178812","Nicaragua",278,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",144500000,208500000,55100000,39600000,109300000,43800000
