"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"157043","Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",158438214.616005,169897821.462583,179719462.417304,174722133.585299,129682411.990053,132845067.972412
"157044","Marshall Islands, Rep. of the",867,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1179403.33720055,-5314204.14210951,27985849.3295276,64490744.5306137,96962447.8510012,101038811.3779
"157068","Marshall Islands, Rep. of the",867,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-74.683717460758,-156.495757897388,89.5772543295166,370.343536441315,442.889175668221,102.176614155057
"157084","Marshall Islands, Rep. of the",867,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",8211639,10898808,15065368,11459488,10829534.1964111,10757669.0541077
"157100","Marshall Islands, Rep. of the",867,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,0,0,0
"157113","Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4153575.42625949,4144250,14572345.3461795,12456038.9902913,490500,501000
"157118","Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-2435346.68639458,-2616069.60908931,-2857249.17991878,-3467566.02828972,-3489105.2015792,-3137700.6875
"157138","Marshall Islands, Rep. of the",867,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",8211639,10898808,15065368,11459488,10829534.1964111,10757669.0541077
"157147","Marshall Islands, Rep. of the",867,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1179403.33720049,-5314204.14210985,27985849.3295281,64490744.5306132,96962447.8510013,101038811.3779
"157150","Marshall Islands, Rep. of the",867,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-4744516,-3089652,3892563.25,413465.000000002,5645938.25,-7062543
"157154","Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-2472132,-2354909,-2487723,-3021003.26067552,-3082874.71915007,-2400515.40939063
"157158","Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-2435346.68639458,-2616069.60908931,-2857249.17991878,-3467566.02828972,-3489105.2015792,-3137700.6875
"157159","Marshall Islands, Rep. of the",867,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",8211639,10898808,15065368,11459488,10829534.1964111,10757669.0541077
"157169","Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",47175688.8371602,46081871.4811202,96826734.1218955,128903650.689713,91394266.0237341,88042288.6603876
"157172","Marshall Islands, Rep. of the",867,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,1e+06,111093.6684,111093.6684,4e+06,5e+06
"157176","Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",4907478.68639459,4970978.60908931,5344972.17991878,6488569.28896524,6571979.92072928,5538216.09689063
"157206","Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-2472132,-2354909,-2487723,-3021003.26067552,-3082874.71915007,-2400515.40939063
"157210","Marshall Islands, Rep. of the",867,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-4744516,-3089652,3892563.25,413465.000000002,5645938.25,-7062543
"157211","Marshall Islands, Rep. of the",867,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",16256658.0317007,16457774.0427502,16767611.5964458,18968840.3240265,15877229.2015606,15306987.3687551
"157262","Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",25169522,25981522,29938357.1328292,28669417.8705753,20327390.034462,20353399.3461193
"157278","Marshall Islands, Rep. of the",867,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"157280","Marshall Islands, Rep. of the",867,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",8211639,10898808,15065368,11459488,10829534.1964111,10757669.0541077
"159524","Mauritius",684,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",702430260.249084,-334850000.479877,4006219514.23478,-591561850.550615,1420353574.1367,851408042.603197
"159529","Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-20287188.3791575,-29346828.7385563,-178580348.528187,-97018658.4267297,-107462312.422491,330127501.807194
"159540","Mauritius",684,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",560858946.264866,-1974512934.65331,-15709171803.2214,-1798259840.57856,-825236981.884566,-1833858972.60172
"159545","Mauritius",684,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-6435410953.96402,-2415742906.84469,8609636910.40735,6245501832.9418,-4727078795.97615,-3446405707.62903
"159546","Mauritius",684,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-5732980693.71493,-2750592907.32457,12615856424.6421,5653939982.39118,-3306725221.83945,-2594997665.02584
"159564","Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-7427023020.618,-12017220.3824928,4597438283.70985,-334992950.775866,-3652897210.07318,1751402976.45113
"159565","Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-9058548404.09894,381057021.316434,3720669549.95643,445650469.251941,-3614808977.32341,1232853384.50669
"159566","Mauritius",684,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",9619407350.36381,-2355569955.96975,-19429841353.1778,-2243910309.8305,2789571995.43885,-3066712357.1084
"159573","Mauritius",684,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",8441541142.24908,-5525518188.16371,-1708531055.71106,9513494265.40458,-4152102075.92238,5072257215.11094
"159581","Mauritius",684,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",10551918495.2121,-6906911901.72183,-2135612941.59031,11891889703.4039,-5190155904.04153,2649420416.05098
"159656","Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-20287188.3791575,-29346828.7385563,-178580348.528187,-97018658.4267297,-107462312.422491,330127501.807194
"159659","Mauritius",684,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5570103191.72037,6234928982.71618,8994258602.34769,5723763029.86331,6721199322.79921,6188024958.05483
"159660","Mauritius",684,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",5566095750.67848,6384961087.12548,8347970165.1496,4910924005.67269,6573225972.01231,4947020578.51032
"159715","Mauritius",684,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",554858803.13224,-2345101369.95755,3492055311.46821,-1786495785.28062,-149862858.54496,1031421216.70539
"159752","Mauritius",684,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",8441541142.24908,-5525518188.16371,-1708531055.71106,9513494265.40458,-4152102075.92238,5072257215.11094
"159764","Mauritius",684,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5394631907.53723,5201359542.26158,5391592172.41552,5585546049.10134,5258181403.12888,3088435443.91214
"159765","Mauritius",684,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6565175361.11645,6459504576.26549,7169469968.61935,7526598153.00294,7364570687.07,5222057913.81137
"159769","Mauritius",684,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",597340548.182589,574823593.125958,545112069.482309,622318476.84486,610096619.239923,371170767.59691
"159784","Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-7427023020.618,-12017220.3824928,4597438283.70985,-334992950.775866,-3652897210.07318,1751402976.45113
"159803","Mauritius",684,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-416984417.391522,-491351517.361285,-612227401.314077,-561038460.061767,-718495486.112365,-1002712258.07677
"159815","Mauritius",684,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",341646162.076338,360184504.305979,380629657.304832,416232944.393398,395268720.294681,132511575.256023
"159838","Mauritius",684,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",567347569.589794,739570472.000279,832284285.102652,496578680.654126,939353626.726599,-536694687.9559
"159839","Mauritius",684,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-8708994.54290844,-2837796.21228668,-12304202.8211501,542833.025511876,4676502.1697122,13370625.6932896
"159847","Mauritius",684,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",1971451941.92525,-6126589526.33109,6798476523.34965,-2477673871.00693,268991280.39559,4154518377.40995
"159872","Mauritius",684,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",3011758686.40292,235749431.658165,4593920984.62543,2669617984.84875,-328991678.569219,498509133.681245
"159918","Mauritius",684,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-416984417.391522,-491351517.361284,-612227401.314077,-561038460.061768,-718495486.112366,-1002712258.07677
"160567","Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",556900000,776700000,1121900000,118599999.999999,9.72e+08,1402400000
"160615","Mexico",273,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805
"160634","Mexico",273,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12816507769,13183035274,14985263057,15964172401,15361770504,12652453839
"160639","Mexico",273,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",2550322702,1560153351,10679735297,2512618932,2657870043,13242194330
"160640","Mexico",273,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",2225992566,3082405968,13033100128,893569138,3411135457,16457817651
"160648","Mexico",273,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",419748338,651952118,430665522,754238295,-571357837,-1483582089
"160650","Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",556900000,776700000,1121900000,118599999.999999,9.72e+08,1402400000
"160689","Mexico",273,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-324330136,1522252617,2353364831,-1619049794,753265414,3215623321
"160695","Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",715877820,-445869303,-1058560169,-2630485008,1477786243,-1993555036
"160703","Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",933978104,-1787912642,1380310595,960462539,2907347433,175670111
"160704","Mexico",273,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-514229766,2439864760,-949645073,-206224244,-3478705270,-1659252200
"160714","Mexico",273,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-15666594231.753,-137043593.973767,-4769675083.06265,478011107.904143,2640644364.18736,11997247147.8052
"160718","Mexico",273,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-444622200.588089,311154246.943084,-186436539.025298,785997075.746552,287270458.835524,694678959.465188
"160726","Mexico",273,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394.00002,22652023805
"160737","Mexico",273,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",206847727,322705559,449846553,236569048,298862899,259754926
"160738","Mexico",273,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",308520992,288076918,300311748,301580605,354729368,272779584
"160767","Mexico",273,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",439616341565,432088168367,470520306316,517349033878,507592351672,424896468143
"160788","Mexico",273,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",413792690403,408400112363,447832264047,490695340432,502463803676,443575160934
"160797","Mexico",273,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",3978653000,3770124000,4991088000,5474998000,6576793000,5519830000
"160798","Mexico",273,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",18631250675,17567569815,19081553009,23765621927,25398376888,21978916361
"160820","Mexico",273,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",19683297770,29679945603,24013134702,9498544304,10487128748,6149104475
"160831","Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",1881756227,-2496184989,682722918,-1298705008,288626243,1961874964
"160856","Mexico",273,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",10845435777,17224968698,9192932784,13220395517,-1801735619,8641799556
"160869","Mexico",273,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",16082026158,20202609461,13692967843,7077363274,10497207847,5962876728
"160870","Mexico",273,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-101673265,34628641,149534805,-65011557,-55866469,-13024658
"160906","Mexico",273,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",5789381248,5365554095,2831318418,6088787337,3480581290,1487491956
"160910","Mexico",273,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5413882793,5172346527,5528416852,6049027539,5882840510,4804356648
"160921","Mexico",273,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",10978381411,7869652040,3084737389,12120865805,5968796734,5578255620
"160936","Mexico",273,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",7768190248,7188500095,6021878418,10539534337,8720200290,6049318956
"161388","Moldova, Rep. of",921,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4479880000,4481400000,5373970000,6390500944.00102,6608154072.75081,5918418905.54723
"161423","Moldova, Rep. of",921,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2488420000,2623300000,3119410000,3452490000,3661990000,3222090000
"161442","Moldova, Rep. of",921,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",70000,390000,160000,-610000,-210000,240000
"161512","Moldova, Rep. of",921,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",132580000,53580000,54120000,63820000,67830000,64220000
"161619","Moldova, Rep. of",921,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",15340000,9130000,10860000,33590000,35420000,-3580000
"161620","Moldova, Rep. of",921,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",15340000,9130000,10860000,33590000,35420000,-3580000
"161621","Moldova, Rep. of",921,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",7310000,13330000,10870000,34300000,38820000,5700000
"161623","Moldova, Rep. of",921,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",58620000,-47560000,83200000,123750000,69050000,-15930000
"161644","Moldova, Rep. of",921,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-306742612.457541,531166827.619461,531154200.618652,235542823.839146,60449587.0062858,637679397.507075
"161650","Moldova, Rep. of",921,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-10000,0,740000,-620000,-19790000,250000
"161658","Moldova, Rep. of",921,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",4030000,360000,150000,-1920000,-170000,590000
"161660","Moldova, Rep. of",921,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-407970000,-306220000,-619950000,-1247720000,-1171850000,-966288905.547226
"161694","Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",305810000,298820000,345810000,400870000,416270000,301070000
"161704","Moldova, Rep. of",921,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",77710000,71380000,75460000,99770000,122830000,129890000
"161705","Moldova, Rep. of",921,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",54870000,-17800000,-21340000,-35850000,-54990000,-65670000
"161728","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-990000,-820000,3440000,-3200000,14280000,31040000
"161731","Moldova, Rep. of",921,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,0,0,0
"161734","Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",321900000,351450000,410200000,434170000,403990000,246690000
"161781","Moldova, Rep. of",921,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-407970000,-306220000,-576730000,-1247720000,-1160770000,-952568905.547226
"161818","Moldova, Rep. of",921,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",54950000,-17770000,-21340000,-35950000,-54970000,-65640000
"161822","Moldova, Rep. of",921,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",0,0,-860000,2300000,4530000,1200000
"161843","Moldova, Rep. of",921,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",132580000,53580000,54120000,63920000,67840000,64220000
"161846","Moldova, Rep. of",921,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",8250000,8940000,12330000,12530000,10750000,9150000
"161847","Moldova, Rep. of",921,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",220640000,160200000,183350000,248180000,248540000,304220000
"161854","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",43560000,46410000,17820000,137440000,137636000,118770000
"161855","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",19810000,129510000,126700000,116990000,108316000,483700000
"161898","Moldova, Rep. of",921,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-10000,0,-120000,1680000,-15260000,1450000
"161899","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-20800000,-130330000,-123260000,-120190000,-94036000,-452660000
"161909","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",98320000,175470000,126390000,29750000,23770000,412380000
"161910","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",38010000,32740000,18010000,134710000,139586000,112170000
"161955","Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",103880000,175700000,126230000,43480000,22530000,186470000
"162105","Mongolia",948,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",34086009.008,623603.0099124,-30168885.5219104,57644217.9000608,5422146.71591843,44469291.5209402
"162106","Mongolia",948,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",28835159.231,12951622.7432457,-26553925.0927389,51176204.8186511,14832577.0921333,43307182.9340277
"162127","Mongolia",948,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",277259151.068,496355955.833508,476772922.114161,94829718.4047725,379731821.943906,-526369047.894487
"162134","Mongolia",948,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",115668098.434308,90762135.7426229,77652986.5266623,87564247.4639082,160804820.12981,102836065.151408
"162135","Mongolia",948,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5135249417.40351,5604859840.83562,6800649749.07547,7713996346.58459,8415577134.5562,7645582756.2656
"162136","Mongolia",948,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5288113438.41645,5605356976.57078,6523045722.45196,8477747003.42326,9249181583.16792,7340259602.76876
"162137","Mongolia",948,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",115668098.434308,90762135.7426229,77652986.5266623,87564247.4639082,160804820.12981,102836065.151408
"162138","Mongolia",948,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",116816627.803761,93653873.9010431,81679481.6516587,92196944.0079063,162165296.457283,104729953.642712
"162139","Mongolia",948,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",1148529.36945372,2891738.15842024,4026495.12499629,4632696.54399812,1360476.32747234,1893888.4913035
"162198","Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",42603525.1762778,4245646909.66588,-326106181.045759,-380625395.798488,-51793688.2771388,-142129701.498843
"162210","Mongolia",948,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",116816627.803761,93653873.9010431,81679481.6516587,92196944.0079063,162165296.457283,104729953.642712
"162220","Mongolia",948,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",11408525.5310673,14472969.4528,48614239.5670594,27926874.1839936,126973658.202522,25967215.3836045
"162223","Mongolia",948,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-776289.711864501,-3757516657.08865,666464456.702785,1153018342.4502,1212324528.90935,1037792076.49996
"162231","Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",188782525.023306,570561659.145934,847548083.745175,463540086.447662,462287085.738,948460068.278889
"162232","Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",188782525.023306,570561659.145934,847548083.745175,463540086.447662,462287085.738,948460068.278889
"162237","Mongolia",948,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",238602903.648182,255424978.739915,320152467.776689,381555811.518678,389086115.092162,383983077.939192
"162238","Mongolia",948,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",344581910.57181,431281665.320034,603716553.060905,809695601.755465,983445307.891695,596121567.689465
"162290","Mongolia",948,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",1514067.40458874,9666757.02828126,-3781041.85780177,-46362820,-12345160.7562369,-6095974.610535
"162299","Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",346388801.964435,4968059864.96686,339835822.986871,-118373033.283692,155856551.36544,797001394.412404
"162321","Mongolia",948,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",10145273.982298,14472969.4528,48614239.5670594,27926874.1839936,85281737.8025219,27467360.3331546
"162322","Mongolia",948,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",10145273.982298,14472969.4528,48614239.5670594,27926874.1839936,85281737.8025219,27467360.3331546
"162329","Mongolia",948,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-832787304.520287,-608908875.477406,-1077790745.0477,-1814943264.1727,-2000881995.2598,-571775877.68951
"162339","Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-21914860.2037221,4168979870.69322,-361620790.338793,-562634012.685515,-190198859.435397,-180758711.409906
"162415","Mongolia",948,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,7383003.95763557,0,0,0,0
"162431","Mongolia",948,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-344874734.559847,-4958393107.93858,-343616864.844673,72010213.2836922,-168201712.121677,-803097369.022939
