"","Index","Country","CountryCode","Indicator","IndicatorCode","2015","2016","2017","2018","2019","2020","S.No"
"137",137,NA,"171","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",NA,NA,NA,NA,NA,116999601.424514,197
"138",138,NA,"171","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",NA,NA,NA,NA,NA,NA,197
"139",139,NA,"171","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",NA,NA,NA,NA,0,50285398.8864563,197
"140",140,NA,"171","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"141",141,NA,"171","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",NA,NA,NA,NA,0,0,197
"142",142,NA,"171","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"143",143,NA,"171","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",NA,NA,NA,NA,14789773.0046798,9972234.04543719,197
"144",144,NA,"171","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"145",145,NA,"171","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",NA,NA,NA,NA,NA,116999601.424514,197
"146",146,NA,"171","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",NA,NA,NA,NA,NA,NA,197
"147",147,NA,"171","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",NA,NA,NA,NA,NA,0,197
"148",148,NA,"171","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"149",149,"Angola","614","Capital Account, Total, Net, US Dollars","BK_BP6_USD",6275722.93524801,590218.3,2625653,2931096,2045190,1215920.42071878,6
"150",150,NA,"614","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",34437293543.5047,28299767212.9401,35598035305.5607,41388891319.4605,35180142878.3236,21004445128.6022,197
"151",151,NA,"614","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",37968764912.5352,25657029920.0315,28256537255.8004,25887355607.4086,22299328651.1375,15145687472.4356,197
"152",152,NA,"614","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",1046281983.11005,-16634132.7257066,9124489.70549423,-152764551.604035,1324095283.81017,-1640362370.62915,197
"153",153,NA,"614","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",4291998806.1316,3027846237.76314,4883342721.44,5097094752.86,4695190551.73,2188522434.27,197
"154",154,NA,"614","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-10266566179.6781,-3084605244.91077,-630241494.90334,7405537615.27953,5139440070.2235,873133751.720642,197
"155",155,NA,"614","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",6275722.93524801,590218.3,2625653,2931096,2045190,1198128.79071878,197
"156",156,NA,"614","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",2303085792.87,11904006627.74,3653641384.34,-471663022.26,-1735633521.59,-976130965.340001,197
"157",157,NA,"614","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",2303085792.87,11904006627.74,3653641384.34,522751827.740001,-1240588036.15,87984513.6599991,197
"158",158,NA,"614","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-2302153799.36,-3655711878.7,-4651084877.16,-508560185.88,-46245263.2600001,-655759116.27,197
"159",159,NA,"614","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-2302153799.36,-3655711878.7,-4651084877.16,-508560185.88,-46245263.2600001,-657172590.522659,197
"160",160,NA,"614","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-902693588.27224,10772685039.8446,-317671864.651431,-83097912.7620873,-1897360697.59264,-1066592705.34782,197
"161",161,NA,"614","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",687050547.95958,-11085693029.1926,61022412.8183566,285047949.772558,1680315288.8888,911988606.740733,197
"162",162,NA,"614","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",1492500000,0,0,3.5e+09,3e+09,0,197
"163",163,NA,"614","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",25297552.43,32634214.49,23111939.08,27902711.24,31837859.25,8531917.53,197
"164",164,NA,"614","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-215643040.31266,-313007989.347964,-256649451.833074,201950037.01047,-217045408.703845,-154604098.607094,197
"165",165,NA,"614","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4058035114.6194,3109728471.0367,3108468020.57475,3320012689.2895,3125074989.29851,2043961830.1863,197
"166",166,NA,"614","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",5053751494.24188,-57911731.12,-104082247.539913,647837636.930243,640874747.969837,113356992.768311,197
"167",167,NA,"614","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-784870216.626256,273005000,1352005056.9,5714167.48479243,-2349425835.33608,90514469,197
"168",168,NA,"614","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-10266566179.6781,-3084605244.91078,-630241494.903369,7405537615.27952,5139440070.22351,873133751.72065,197
"169",169,NA,"614","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,158505940.210686,0,0,-40310.2920212772,-44416.8570896818,197
"170",170,NA,"614","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",1492500000,0,0,3.5e+09,3e+09,0,197
"171",171,NA,"614","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-3059154773.25937,370006780.565749,-5006997607.20445,-947719437.902689,966869764.98359,-2818509713.07456,197
"172",172,NA,"614","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-37678735.9524653,-49962289.3553066,-5874651.67614021,-43732852.2748593,11340536.2798895,-3393147.11932486,197
"173",173,NA,"614","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",1083960719.06251,33328156.6296,14999141.3816346,-109031699.329176,1312754747.53029,-1636969223.50983,197
"174",174,NA,"614","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,17791.63,197
"175",175,NA,"614","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",0,0,0,0,0,0,197
"176",176,NA,"614","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",-777568026.992856,273005000,1352005056.9,5714167.48479243,-2349425835.33608,90514469,197
"177",177,NA,"614","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",0,0,0,0,0,0,197
"178",178,NA,"614","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-777568026.992856,273005000,1352005056.9,5714167.48479243,-2349425835.33608,90514469,197
"179",179,NA,"614","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,21003800,3540000,9589800,109939800,197
"180",180,"Anguilla","312","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,9259259.25925926,13919022.4722222,589250,77681.7012024074,7
"181",181,NA,"312","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",22595987.7793641,21816808.393037,20259715.0152632,31176941.331407,30545527.4653984,15490076.8724691,197
"182",182,NA,"312","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",89544.5,44137.3888888889,170337.044444444,170337.044444444,287060.359259259,184892.307407407,197
"183",183,NA,"312","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",17493811.4236011,6233573.39925926,24601234.4111111,23719537.4074074,51151360.2222222,-2164510.58733333,197
"184",184,NA,"312","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-536703.703703704,-4550854.11111111,2684317.27407407,9705245.27407407,85104635.1407407,82035504.5333333,197
"185",185,NA,"312","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",2978566.2962963,7682322.71851852,3302345.58888889,1206927.24444444,90710.5185185185,37123880.962963,197
"186",186,NA,"312","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",2441862.59259259,3131468.60740741,5986662.86296296,10912172.5185185,85195345.6592593,119159385.496296,197
"187",187,NA,"312","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",1385371.02222222,867225.496296296,11330958.2703704,12674074.0740741,0,3611497.57407407,197
"188",188,NA,"312","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",12441186.1150694,15274775.5387519,16446361.4183378,12225257.594031,12824980.786128,7208553.41387644,197
"189",189,NA,"312","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-1991677.40740741,16705160.1074074,-5328022.64444444,9694208.80740741,-5035216.01111111,-5687350.97777778,197
"190",190,NA,"312","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-1991677.40740741,16705160.1074074,-5328022.64444444,9694208.80740741,-5035216.01111111,-5687350.97777778,197
"191",191,NA,"312","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",1517806.47777778,2352889.45925926,-533274.607407407,3310714.62592593,-729168.803703704,-274008.144444444,197
"192",192,NA,"312","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-10145125.0407407,-27995253.3962963,-5861297.25185185,13004923.4333333,-5764384.81481481,-5961359.12222222,197
"193",193,NA,"312","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",1509940.92222222,2352889.45925926,-533274.607407407,3310714.62592593,-729168.803703704,-274008.144444444,197
"194",194,NA,"312","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",23374180.0885185,4759383.26755556,-3889555.44074074,21401764.1074074,6901508.04814815,1089514.32592593,197
"195",195,NA,"312","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",28299445.7925926,34617542.2037037,11443826.7814815,31274994.4296296,9062972.24074074,21328721.7666667,197
"196",196,NA,"312","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",39451744.0740741,515627720.37037,157497953.622222,-85646234.4814815,-409241684.437037,-88252526.8518519,197
"197",197,NA,"312","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",1385371.02222222,867225.496296296,11330958.2703704,12674074.0740741,0,3611497.57407407,197
"198",198,NA,"312","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",1385371.02222222,867225.496296296,2071699.01111111,-1244948.39814815,-589250,3533815.87287167,197
"199",199,NA,"312","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",171506419.385019,171089641.680851,224738106.749786,149571723.164555,209194179.444814,73286293.1387419,197
"200",200,NA,"312","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",49596869.1148148,543622973.766667,163359250.874074,-98651157.9148148,-403477299.622222,-82291167.7296296,197
"201",201,NA,"312","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",90503412.962963,0,0,0,0,0,197
"202",202,NA,"312","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-98202195.3595955,-80628265.7974841,-8395476.87405015,-217275376.739949,-164061423.917842,-81803098.5001663,197
"203",203,NA,"312","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",859194.43737037,7374480.74074074,20848667.4074074,-10855370.3703704,-6804074.07407407,-5899259.25925926,197
"204",204,NA,"312","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",90503412.962963,-1377961.85185185,0,0,0,0,197
"205",205,NA,"312","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-98202195.3595955,-80628265.7974841,-8395476.87405004,-217275376.739949,-164061423.917842,-81803098.5001662,197
"206",206,NA,"312","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",16026106.8888889,-375711.739851852,7770235.68518519,-571411.677777774,-57392.0037037037,346385.085185185,197
"207",207,NA,"312","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",16026106.8888889,-375711.739851852,7770235.68518519,-571411.677777774,-57392.0037037037,346385.085185185,197
"208",208,NA,"312","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",260983456.497843,247092951.896877,237837836.004634,350375397.137367,337427812.839067,187449708.913297,197
"209",209,NA,"312","Capital Account, Total, Net, US Dollars","BK_BP6_USD",1385371.02222222,867225.496296296,2071699.01111111,-1244948.39814815,-589250,3533815.87287167,197
"210",210,"Antigua and Barbuda","311","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-48636.1777777778,-1377079.58888889,-210805.037037037,85121.9666666667,51.8518518518518,0,8
"211",211,NA,"311","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",46948486.6294511,27730441.4814815,262126976.507407,24293126.6074075,46386985.7703704,39597964.0814815,197
"212",212,NA,"311","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",14075528.7777778,37982582.2788889,11636883.9761667,-1042646.02502499,-11183695.9851852,2385033.50140741,197
"213",213,NA,"311","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",10267838.4925926,-35229392.7074074,-2340436.17037037,13960568.5182281,-5518715.1,27796658.2074074,197
"214",214,NA,"311","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",76507264.8036307,-7533564.15032246,-84442756.0640152,-210361116.03597,-89437564.2476366,-191144005.422183,197
