"X.1","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
1162,4825,"Samoa",862,"Supplementary_Current_Capital","BTCC_BP6_USD",31355841.52,-7587754.755,32839675.64,54893802.04,55221199.74,27460646.98
1163,4831,"Samoa",862,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",46335483.17,-19262985.85,26425578.21,39810686.14,-18988575.21,85725427.1
1164,4833,"Samoa",862,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",31355841.52,-7587754.755,32839675.64,54893802.04,55221199.74,27460646.98
1165,4838,"Samoa",862,"Transport_Services_Debit","BMSTR_BP6_USD",31762970.94,32174735.2,30561057.54,41033273.99,38528707.3,30171799.68
1166,4840,"Samoa",862,"Transport_Services_Credit","BXSTR_BP6_USD",7928697.783,7334838.976,17488400.42,14520464.79,19743575.89,5925412.283
1167,4845,"Samoa",862,"Current_Account_Credit","BXGS_BP6_USD",231414415.5,248249692.3,278392003.2,301045362.3,336781581.6,116519130.1
1168,4846,"Samoa",862,"Current_Account_Debit","BMGS_BP6_USD",371598400,400058363.5,410182052.4,420509985.1,456706914.1,376790518.9
1169,4847,"Samoa",862,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-929281.1784,-5534341.774,-2526697.629,-26606720.57,-16595288.64,4852564.22
1170,4848,"Samoa",862,"Financial_Loans_Total","BFOLN_BP6_USD",704542.6062,-1497747.735,5717297.332,12276316.76,11965125.15,-5449977.724
1171,4858,"São Tomé and Príncipe, Dem. Rep. of",716,"Supplementary_Current_Capital","BTCC_BP6_USD",-41377337.9,-35194616.06,-46387928.69,-48181732.68,-78866458.43,-42698669.61
1172,4859,"São Tomé and Príncipe, Dem. Rep. of",716,"Transport_Services_Credit","BXSTR_BP6_USD",366994.6057,285258.8549,754087.6572,36492.36,36492.87026,915014.3441
1173,4860,"São Tomé and Príncipe, Dem. Rep. of",716,"Transport_Services_Debit","BMSTR_BP6_USD",24522076.53,25160486.34,24350008.4,20645346.53,19253952.04,18634030.92
1174,4863,"São Tomé and Príncipe, Dem. Rep. of",716,"Current_Account_Credit","BXGS_BP6_USD",89983828.05,96563792.77,92153927.43,98232686.43,72593875.02,49337067.47
1175,4864,"São Tomé and Príncipe, Dem. Rep. of",716,"Current_Account_Debit","BMGS_BP6_USD",186038784.7,184836862.3,193186907.8,197132094.4,189629874.9,160096771.3
1176,4867,"São Tomé and Príncipe, Dem. Rep. of",716,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-36593186.73,-31767635.01,-43437702.14,-45193178.53,-75168523.72,-40854129.07
1177,4873,"São Tomé and Príncipe, Dem. Rep. of",716,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",22025466.18,12541419.61,11964949.1,-5030945.765,6233932.664,23998292.13
1178,4874,"São Tomé and Príncipe, Dem. Rep. of",716,"Financial_Loans_Total","BFOLN_BP6_USD",-13328312.77,-14285135.13,-8541424.856,-39507873.95,-6233932.664,-23856574.05
1179,4877,"São Tomé and Príncipe, Dem. Rep. of",716,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",9841447.802,-12515437.35,-3263753.318,-12872006.67,5053628.179,21641660.34
1180,4884,"Saudi Arabia",456,"Supplementary_Current_Capital","BTCC_BP6_USD",-57785976160,-24740139502,8615945197,69643123966,36496820030,-24658808436
1181,4885,"Saudi Arabia",456,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",2688885867,10493946933,-331363733.3,11796316267,1682950133,10290559240
1182,4886,"Saudi Arabia",456,"Financial_Loans_Total","BFOLN_BP6_USD",-2872390133,-10539701867,6665066933,-3275202133,2725126933,-5759935283
1183,4889,"Saudi Arabia",456,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-1.15369e+11,-80348037688,-39919443390,392787039.7,3047230325,-46407549246
1184,4892,"Saudi Arabia",456,"Current_Account_Credit","BXGS_BP6_USD",2.1801e+11,2.0086e+11,2.39993e+11,3.14917e+11,2.8586e+11,1.82848e+11
1185,4893,"Saudi Arabia",456,"Current_Account_Debit","BMGS_BP6_USD",2.47307e+11,1.9811e+11,2.01976e+11,2.09589e+11,2.18941e+11,1.82184e+11
1186,4894,"Saudi Arabia",456,"Transport_Services_Debit","BMSTR_BP6_USD",20096675973,16353324926,15799360306,15713753813,17674830237,14878746866
1187,4895,"Saudi Arabia",456,"Transport_Services_Credit","BXSTR_BP6_USD",2852648000,4382943738,4302010667,4507626667,4741034667,2022342206
1188,4896,"Saudi Arabia",456,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-57785976160,-24740139502,8615945197,69643123966,36496820030,-24658808436
1189,4905,"Senegal",722,"Transport_Services_Debit","BMSTR_BP6_USD",701525530.4,681531848.1,809015481.8,935496828.1,954711504.4,802164396.6
1190,4911,"Senegal",722,"Financial_Loans_Total","BFOLN_BP6_USD",-287018170.6,-459041043.6,-400045466,-666250894.9,-1627145383,-1671659131
1191,4912,"Senegal",722,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-602152327.5,-433131906.7,-1141117399,-1774672581,-1528345879,-2421043926
1192,4914,"Senegal",722,"Transport_Services_Credit","BXSTR_BP6_USD",125366260.9,129400225.1,138284279.1,161717837.3,181408557.6,118259303.5
1193,4919,"Senegal",722,"Supplementary_Current_Capital","BTCC_BP6_USD",-602152327.5,-433131906.7,-1141117399,-1774672581,-1528345879,-2421043926
1194,4922,"Senegal",722,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",175535869.3,-389040180.9,143948599.8,657114856.6,552318631.8,-62830387.45
1195,4927,"Senegal",722,"Current_Account_Debit","BMGS_BP6_USD",6288404327,6179704692,7499420153,8960095118,9169814210,9626651024
1196,4928,"Senegal",722,"Current_Account_Credit","BXGS_BP6_USD",4016951809,4093170632,4593278924,5287037761,5835648428,5062755656
1197,4935,"Senegal",722,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",267349412.3,500425059.2,658813490.5,959021327.7,1817801298,1796524050
1198,4936,"Serbia, Rep. of",942,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",187394364.3,-348912527,305022938.7,1352560006,2090475050,311882334.1
1199,4946,"Serbia, Rep. of",942,"Current_Account_Credit","BXGS_BP6_USD",17442839306,19235496824,21858742467,24966953883,26127205134,25499689164
1200,4947,"Serbia, Rep. of",942,"Current_Account_Debit","BMGS_BP6_USD",20677312927,21682770584,25293915561,29780212200,31286372739,30176920186
1201,4949,"Serbia, Rep. of",942,"Supplementary_Current_Capital","BTCC_BP6_USD",-1389246895,-1200806023,-2316962730,-2466450297,-3660301591,-2211305998
1202,4951,"Serbia, Rep. of",942,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-1389246895,-1200806023,-2316962730,-2466450297,-3660301591,-2211305998
1203,4952,"Serbia, Rep. of",942,"Transport_Services_Credit","BXSTR_BP6_USD",1118315920,1148187947,1345192054,1437710054,1484828246,1145750037
1204,4953,"Serbia, Rep. of",942,"Transport_Services_Debit","BMSTR_BP6_USD",1063448625,1066148132,1270965859,1505385888,1643382614,1385357864
1205,4956,"Serbia, Rep. of",942,"Financial_Loans_Total","BFOLN_BP6_USD",257926216.6,347761306.6,-226389085.3,-1506773769,-1296480198,-493263660.6
1206,4958,"Serbia, Rep. of",942,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-222266186.8,-331264186.9,378737795.5,1664725216,1326761214,522409012.2
1207,4970,"Seychelles",718,"Supplementary_Current_Capital","BTCC_BP6_USD",-219329391.6,13159287.88,15396610.04,7990453.884,-14865164.31,-152383375.5
1208,4973,"Seychelles",718,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",72562977.39,3913375.704,17763349.89,3084073.431,23308358.71,-27261859.67
1209,4975,"Seychelles",718,"Transport_Services_Credit","BXSTR_BP6_USD",207562823.5,203300528,234328670.9,181220766,161546368.8,109868394.6
1210,4976,"Seychelles",718,"Transport_Services_Debit","BMSTR_BP6_USD",170250763.3,181099283.6,217859944.4,214184116.8,217378756.1,140246032.3
1211,4978,"Seychelles",718,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-219329391.6,13159287.88,15396610.04,7990453.884,-14865164.31,-152383375.5
1212,4984,"Seychelles",718,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-44778836.72,-242861415.2,-97859864.62,54673326.31,-56609997.3,41478069.81
1213,4985,"Seychelles",718,"Financial_Loans_Total","BFOLN_BP6_USD",109107359.3,6306469.547,-532447892.8,-54139556.31,76140914.86,-43443989.54
1214,4989,"Seychelles",718,"Current_Account_Credit","BXGS_BP6_USD",1297074705,1598353363,1864536078,2145360942,2084655874,1239725607
1215,4990,"Seychelles",718,"Current_Account_Debit","BMGS_BP6_USD",1420872754,1619402966,2045307361,2061851052,2024900257,1332167183
1216,5006,"Sierra Leone",724,"Current_Account_Credit","BXGS_BP6_USD",781558030.5,788175639.7,843859581.2,737943090.9,632404792.4,661505031.9
1217,5008,"Sierra Leone",724,"Current_Account_Debit","BMGS_BP6_USD",2229509573,1422952583,1594303874,1593793579,1817978320,1385993406
1218,5010,"Sierra Leone",724,"Transport_Services_Credit","BXSTR_BP6_USD",43574384.91,17403547.63,15142722.95,17763310.19,11112484.86,6651544.929
1219,5012,"Sierra Leone",724,"Transport_Services_Debit","BMSTR_BP6_USD",168179408.6,133810753.7,152181763,151089118.5,170415455.4,110336765.1
1220,5026,"Sierra Leone",724,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",113665970.9,184466121.9,187592896.4,103199679.8,175606420.3,406105893
1221,5028,"Sierra Leone",724,"Financial_Loans_Total","BFOLN_BP6_USD",-113665970.9,-184466121.9,-187592896.4,-103199679.8,-175606420.3,-406105893
1222,5036,"Sierra Leone",724,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-876109086.1,-129230397.5,-531936778.1,-631493994.1,-710756367.7,-235611747.3
1223,5038,"Sierra Leone",724,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",35433395.72,-1080131.88,-2060671.93,-4204763.143,32529929.02,150740179.6
1224,5042,"Sierra Leone",724,"Supplementary_Current_Capital","BTCC_BP6_USD",-1307180914,-129230397.5,-531936778.1,-631493994.1,-710756367.7,-235611747.3
1225,5063,"Singapore",576,"Current_Account_Credit","BXGS_BP6_USD",5.49422e+11,5.25353e+11,5.88935e+11,6.6838e+11,6.61706e+11,6.34034e+11
1226,5064,"Singapore",576,"Current_Account_Debit","BMGS_BP6_USD",4.65345e+11,4.41743e+11,4.97447e+11,5.5719e+11,5.50594e+11,5.25324e+11
1227,5065,"Singapore",576,"Transport_Services_Debit","BMSTR_BP6_USD",47723601186,43508782320,50968372649,63014067626,64688385390,73672269567
1228,5071,"Singapore",576,"Transport_Services_Credit","BXSTR_BP6_USD",46622006437,41511889510,48612270761,61759435565,64232646504,65046234500
1229,5072,"Singapore",576,"Supplementary_Current_Capital","BTCC_BP6_USD",57574236721,56699436271,62262179336,59230821507,60876804379,57315511962
1230,5075,"Singapore",576,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-382812357.9,11455786369,-7262740554,9211829903,5424883475,11267978909
1231,5076,"Singapore",576,"Financial_Loans_Total","BFOLN_BP6_USD",12051424727,-17414182132,50352698372,15475055758,12138986799,-12862045431
1232,5077,"Singapore",576,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",57574236721,56699436271,62262179336,59230821507,60876804379,57315511962
1233,5081,"Singapore",576,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",1052610021,-1758543366,27443404087,12556027171,-8352055470,74830907977
1234,5088,"Sint Maarten, Kingdom of the Netherlands",352,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",18145251.4,-26435754.19,46969495.3,91169722.38,-154992909.1,-240516662.3
1235,5093,"Sint Maarten, Kingdom of the Netherlands",352,"Current_Account_Credit","BXGS_BP6_USD",1215687151,1164083799,962082537.8,801576504.8,1090733592,527044089.9
1236,5094,"Sint Maarten, Kingdom of the Netherlands",352,"Current_Account_Debit","BMGS_BP6_USD",1133251397,1130837989,1027044457,1220930674,1236774228,760824247
1237,5096,"Sint Maarten, Kingdom of the Netherlands",352,"Financial_Loans_Total","BFOLN_BP6_USD",3854748.603,14631284.92,20122905.03,11684646.6,3739753.732,-75236744.15
1238,5098,"Sint Maarten, Kingdom of the Netherlands",352,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-3525139.665,-14592178.77,-19832402.23,-11309366.48,14788924.97,70057503.03
1239,5106,"Sint Maarten, Kingdom of the Netherlands",352,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",4027932.961,27240223.46,-2558659.218,-39839117.32,-10260413.41,88966792.63
1240,5107,"Sint Maarten, Kingdom of the Netherlands",352,"Supplementary_Current_Capital","BTCC_BP6_USD",18145251.4,-26435754.19,46969495.3,91169722.38,-154992909.1,-240516662.3
1241,5108,"Sint Maarten, Kingdom of the Netherlands",352,"Transport_Services_Credit","BXSTR_BP6_USD",29960893.85,34770949.72,42648044.69,40323043.21,57536420.17,30003263.51
1242,5109,"Sint Maarten, Kingdom of the Netherlands",352,"Transport_Services_Debit","BMSTR_BP6_USD",49726256.98,38162011.17,32581005.59,28798313.97,35493882.54,20268453.74
1243,5117,"Slovak Rep.",936,"Current_Account_Debit","BMGS_BP6_USD",78718984786,81191729087,88617444302,99915255212,96755336724,88214030669
1244,5118,"Slovak Rep.",936,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",1451115261,-2430718546,-1829456962,4424014279,692924461.6,1276314310
1245,5119,"Slovak Rep.",936,"Financial_Loans_Total","BFOLN_BP6_USD",-2543941644,2540911337,2108666508,-3681261597,-639892909.2,-1065702550
1246,5132,"Slovak Rep.",936,"Current_Account_Credit","BXGS_BP6_USD",79753327158,83028321397,90274774490,1.00763e+11,96858697753,90545983831
1247,5133,"Slovak Rep.",936,"Supplementary_Current_Capital","BTCC_BP6_USD",1004833593,-889648297.1,-1740577757,-1302751507,-2784739556,1476698554
1248,5135,"Slovak Rep.",936,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",335196446.6,-64055984.06,542596889.3,1683958148,1642026052,1488510754
1249,5137,"Slovak Rep.",936,"Transport_Services_Credit","BXSTR_BP6_USD",2330403447,2707977165,2981002450,3398274220,3487436875,3368079404
1250,5138,"Slovak Rep.",936,"Transport_Services_Debit","BMSTR_BP6_USD",2023640235,2238635494,2516092086,3064050981,3001706926,2715062019
1251,5140,"Slovak Rep.",936,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",1004833578,-889649426.3,-1740574340,-1302749153,-2784739539,1476698736
1252,5146,"Slovenia, Rep. of",961,"Financial_Loans_Total","BFOLN_BP6_USD",-807103425.1,-37212677.27,1629713863,682888060.1,686610850.5,447566555.3
1253,5154,"Slovenia, Rep. of",961,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",364857829.9,-177875244.9,-1751741255,-435424736.6,-196204545,-54565946.66
1254,5157,"Slovenia, Rep. of",961,"Supplementary_Current_Capital","BTCC_BP6_USD",2101380314,1804105157,2674652566,2949455116,2937834727,3583315848
1255,5160,"Slovenia, Rep. of",961,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",2101383674,1804106287,2674652526,2949457575,2937836986,3583313510
1256,5165,"Slovenia, Rep. of",961,"Transport_Services_Credit","BXSTR_BP6_USD",1834440530,2034480729,2450854948,2868721512,2812056738,2647586741
1257,5167,"Slovenia, Rep. of",961,"Transport_Services_Debit","BMSTR_BP6_USD",938077318.6,1013738780,1241856758,1305471467,1326875638,1291534858
1258,5169,"Slovenia, Rep. of",961,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-123296365.5,-108401460.6,95893213.63,58215190.47,42206103.16,192341141.6
1259,5171,"Slovenia, Rep. of",961,"Current_Account_Credit","BXGS_BP6_USD",33167990292,34748992483,40469913560,45944531038,45515913363,41855220228
1260,5172,"Slovenia, Rep. of",961,"Current_Account_Debit","BMGS_BP6_USD",29704636665,30907363920,36085346064,41345146847,40808550723,37000473667
1261,5177,"Solomon Islands",813,"Current_Account_Credit","BXGS_BP6_USD",525935948.7,554859849.1,593886704.2,680656697.4,591292572.9,428833631.1
1262,5178,"Solomon Islands",813,"Current_Account_Debit","BMGS_BP6_USD",620304980,626624442.4,679094810.9,748211700.9,752908760.3,556260233.7
1263,5179,"Solomon Islands",813,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",50698959.82,2392208.473,23655486.95,68190346.85,-35277511.61,52007055.78
1264,5181,"Solomon Islands",813,"Supplementary_Current_Capital","BTCC_BP6_USD",19135035.76,4501926.292,-2347955.164,12216165.58,-90371165.33,37265919.03
1265,5187,"Solomon Islands",813,"Transport_Services_Credit","BXSTR_BP6_USD",26511680.63,33442444.73,33298224.04,38331648.45,31362322.51,15919182.51
1266,5191,"Solomon Islands",813,"Transport_Services_Debit","BMSTR_BP6_USD",57289950.32,54816052.44,54657335.13,62433502.41,51351968.72,31284186.96
1267,5192,"Solomon Islands",813,"Financial_Loans_Total","BFOLN_BP6_USD",19832254.82,4327509.818,-19283767.1,8258115.914,-980491.8741,-53302856.64
1268,5194,"Solomon Islands",813,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-19840097.24,-4330806.826,19280078,-8258115.914,980491.8741,53302856.64
1269,5200,"Solomon Islands",813,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",19135035.76,4501926.292,-2347955.164,12216165.58,-90371165.33,37265919.03
1270,5205,"South Africa",199,"Transport_Services_Debit","BMSTR_BP6_USD",6257597317,5489237500,6093907765,6489157316,6200769353,3887040608
1271,5210,"South Africa",199,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-1139187034,2900277509,1905127151,801436807.9,1612606179,-3405461650
1272,5215,"South Africa",199,"Transport_Services_Credit","BXSTR_BP6_USD",2493631651,2199887097,2345689834,2249653423,2217165210,1369535243
1273,5216,"South Africa",199,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-14925048446,-8505556299,-9038539221,-12141971730,-10183511471,6715671872
1274,5221,"South Africa",199,"Current_Account_Credit","BXGS_BP6_USD",96346520856,91482650746,1.04172e+11,1.11373e+11,1.05833e+11,94058828195
1275,5222,"South Africa",199,"Current_Account_Debit","BMGS_BP6_USD",1.00803e+11,89948758687,99822924053,1.09386e+11,1.03895e+11,79039249116
1276,5223,"South Africa",199,"Financial_Loans_Total","BFOLN_BP6_USD",-5119873296,838577301.1,-2210491481,-5067455500,5751985091,3149842937
1277,5228,"South Africa",199,"Supplementary_Current_Capital","BTCC_BP6_USD",-14925048446,-8505556299,-9038539221,-12141971730,-10183511471,6715671872
1278,5230,"South Africa",199,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",3957380636,932510819.7,3033116966,5564093989,-3765672689,2923791071
1279,5261,"Spain",184,"Transport_Services_Credit","BXSTR_BP6_USD",13938094233,14372346051,16462387580,17877860666,18763346311,16636451473
1280,5262,"Spain",184,"Transport_Services_Debit","BMSTR_BP6_USD",10143937658,9818197067,11289378539,12950195076,12546795036,10833498428
1281,5263,"Spain",184,"Financial_Loans_Total","BFOLN_BP6_USD",15738014602,18355912255,19068720295,-962158445.5,20200617224,-12093907700
1282,5264,"Spain",184,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-12593710441,-8603460914,-8336576301,10446979614,-2428158267,13593263420
1283,5265,"Spain",184,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",31804801456,41970866895,40120756418,33200528222,33952227905,14014555930
1284,5266,"Spain",184,"Current_Account_Debit","BMGS_BP6_USD",3.65623e+11,3.68366e+11,4.14215e+11,4.60884e+11,4.45719e+11,3.75087e+11
1285,5270,"Spain",184,"Supplementary_Current_Capital","BTCC_BP6_USD",31804791455,41969737659,40121931026,33200587435,33952170575,14016851489
1286,5282,"Spain",184,"Current_Account_Credit","BXGS_BP6_USD",4.01954e+11,4.17759e+11,4.61907e+11,4.99367e+11,4.86633e+11,3.93774e+11
1287,5283,"Spain",184,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",5615179588,9272178186,4276331602,2561026728,763524137.2,-262497183.4
1288,5292,"Sri Lanka",524,"Transport_Services_Credit","BXSTR_BP6_USD",2104700006,2250146027,2340169949,2486290000,2339250000,1173900007
1289,5293,"Sri Lanka",524,"Transport_Services_Debit","BMSTR_BP6_USD",1578650004,1618145687,1687896072,1736540000,1709580000,1059460008
1290,5298,"Sri Lanka",524,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-1836475555,-1717129716,-2298064990,-2784692761,-1820289340,-1054939023
1291,5303,"Sri Lanka",524,"Current_Account_Credit","BXGS_BP6_USD",16943161924,17447855576,19084181007,20263792551,19414322724,13082799673
1292,5304,"Sri Lanka",524,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",354273286.5,-472107983.1,2784242548,-1001819983,337278578.6,-1704205854
1293,5306,"Sri Lanka",524,"Current_Account_Debit","BMGS_BP6_USD",23006476594,23441724091,25401229000,26840586809,24561990206,18271335897
1294,5311,"Sri Lanka",524,"Supplementary_Current_Capital","BTCC_BP6_USD",-1836475555,-1717129716,-2298064990,-2784692761,-1820289340,-1054939023
1295,5312,"Sri Lanka",524,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",759174069.8,793239419.5,1888721067,1619851575,-245343903.1,326574706.8
1296,5313,"Sri Lanka",524,"Financial_Loans_Total","BFOLN_BP6_USD",-759174069.8,-793239419.5,-1888721067,-1619851575,245343903.1,-326574706.8
1297,5325,"St. Kitts and Nevis",361,"Transport_Services_Credit","BXSTR_BP6_USD",16481398.04,17691367.41,17200643.03,18241624.86,20725926.91,7211564.806
1298,5326,"St. Kitts and Nevis",361,"Transport_Services_Debit","BMSTR_BP6_USD",50405966.93,52211583.68,50898788.65,55711328.54,55573621.74,37160534.7
1299,5327,"St. Kitts and Nevis",361,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-29806562.11,-75101065.31,-67618892.94,-24620631.17,5901888.2,-50337532.71
1300,5329,"St. Kitts and Nevis",361,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-38479207.2,32381072.39,44100133,-1689032.433,-373566.2002,10381188.42
1301,5331,"St. Kitts and Nevis",361,"Supplementary_Current_Capital","BTCC_BP6_USD",-29806562.11,-75101065.31,-67618892.94,-24620631.17,5901888.2,-50337532.71
1302,5338,"St. Kitts and Nevis",361,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-57627408.94,-29591048.72,-2609224.126,-5898514.804,6992220.27,22409507.89
1303,5339,"St. Kitts and Nevis",361,"Financial_Loans_Total","BFOLN_BP6_USD",56100165.63,32958301.57,-493742.6215,2569034.167,-10560490.94,-21099511.79
1304,5344,"St. Kitts and Nevis",361,"Current_Account_Credit","BXGS_BP6_USD",530678758.1,503202697.4,505234862.9,583322898.7,553522802,353960799.7
1305,5345,"St. Kitts and Nevis",361,"Current_Account_Debit","BMGS_BP6_USD",526520400.9,555516470.4,542284982.9,582351622.4,600979874.6,430262882.6
1306,5347,"St. Lucia",362,"Current_Account_Debit","BMGS_BP6_USD",842651487.6,925514054.8,957855009.5,986276306.5,970418733,666968354.4
1307,5349,"St. Lucia",362,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",60821603.6,-11512982.98,15391686.08,-35688484.57,-25061887.72,-29791185.39
1308,5350,"St. Lucia",362,"Supplementary_Current_Capital","BTCC_BP6_USD",1642570.152,-107860296.9,-27096643.27,41455777.39,150340609.2,-207931504.5
1309,5351,"St. Lucia",362,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",1642570.152,-107860296.9,-27096643.27,41455777.39,150340609.2,-207931504.5
1310,5363,"St. Lucia",362,"Financial_Loans_Total","BFOLN_BP6_USD",363108.7308,10291298.44,6036673.83,8463042.748,-25881280.06,-108725003.3
1311,5364,"St. Lucia",362,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-3355738.36,-9754084,-8351488.644,-9036454.004,28745584.65,111375841.8
1312,5365,"St. Lucia",362,"Transport_Services_Credit","BXSTR_BP6_USD",14842041.89,15614555.15,13097623.4,13469748.39,13364323.75,7467840.189
1313,5367,"St. Lucia",362,"Current_Account_Credit","BXGS_BP6_USD",980899993.9,919396208.3,1036211423,1114054071,1209324190,452443928.8
1314,5377,"St. Lucia",362,"Transport_Services_Debit","BMSTR_BP6_USD",87099908.86,91366228.99,96971864.86,98459967.36,96622309.6,59382403.44
1315,5381,"St. Vincent and the Grenadines",364,"Transport_Services_Debit","BMSTR_BP6_USD",51226573.77,52292727.2,54568625.49,51172277.46,48889410.55,34494144.34
1316,5382,"St. Vincent and the Grenadines",364,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-104308296.2,-98605271.2,-22727520.06,-85238729.4,-16553693.7,-131431266.7
1317,5384,"St. Vincent and the Grenadines",364,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",15435138.18,26235602.58,-16946781.31,-12408141.52,23722821.23,11789822.86
1318,5386,"St. Vincent and the Grenadines",364,"Supplementary_Current_Capital","BTCC_BP6_USD",-104308296.2,-98605271.2,-22727520.06,-85238729.4,-16553693.7,-131431266.7
1319,5397,"St. Vincent and the Grenadines",364,"Transport_Services_Credit","BXSTR_BP6_USD",8284039.352,10537091.09,11919209.37,13622516.68,12735879.17,7490583.145
1320,5399,"St. Vincent and the Grenadines",364,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",11759127.07,33389401.56,-82411218.39,-8801213.807,28075843.47,59464238.77
1321,5400,"St. Vincent and the Grenadines",364,"Financial_Loans_Total","BFOLN_BP6_USD",-8459065.959,-31697656.2,80420479.04,7047789.944,-29816794.58,-62937089.53
1322,5406,"St. Vincent and the Grenadines",364,"Current_Account_Credit","BXGS_BP6_USD",283889157.2,302562864.1,293165598.9,321788373.8,328651205.8,184626819.2
1323,5407,"St. Vincent and the Grenadines",364,"Current_Account_Debit","BMGS_BP6_USD",416602934.1,438593985.8,429331895.2,452446456,426248555.3,375035946.5
1324,5410,"Sudan",732,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",496561890.5,886946383.5,1305444353,1595122151,2615652577,1594386142
1325,5411,"Sudan",732,"Financial_Loans_Total","BFOLN_BP6_USD",-496561890.5,-886946383.5,-1305444353,-1595122151,-2615652577,-1594386142
1326,5413,"Sudan",732,"Current_Account_Credit","BXGS_BP6_USD",4896332966,4638209738,5880500848,4995707338,5101252297,5065438285
1327,5414,"Sudan",732,"Current_Account_Debit","BMGS_BP6_USD",10146887080,8917693682,9815700871,8237313614,9786877800,10519596583
1328,5415,"Sudan",732,"Transport_Services_Credit","BXSTR_BP6_USD",531804163.6,260247699.4,401412139.9,409396883.7,385110946.6,410645833.3
1329,5416,"Sudan",732,"Transport_Services_Debit","BMSTR_BP6_USD",963909041.1,836322851.2,913412867.1,785310989.6,929123567.4,984262994.4
1330,5421,"Sudan",732,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",42845104.16,-10043690.72,-23208175.43,-20723257.77,13373197.12,25810933.91
1331,5424,"Sudan",732,"Supplementary_Current_Capital","BTCC_BP6_USD",-5210456945,-4065634175,-4459721226,-4515600752,-4591594345,-5697630404
1332,5427,"Sudan",732,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-5210456945,-4065634175,-4459721226,-4515600752,-4591594345,-5697630404
1333,5450,"Suriname",366,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-785154419.7,-141083735.7,69158192.69,-119149585,-451200119.4,259846201.3
1334,5452,"Suriname",366,"Transport_Services_Credit","BXSTR_BP6_USD",39449253.64,32854555.82,40518601.96,42387442.14,39532386.45,28798515.81
