"X.1","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
745,3107,"Korea, Rep. of",542,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",281500000,-2823100000,-4387500000,8304200000,7005400000,16686300000
746,3108,"Korea, Rep. of",542,"Financial_Loans_Total","BFOLN_BP6_USD",9921400000,5964300000,12885400000,-11226800000,-3242700000,-12874100000
747,3109,"Korea, Rep. of",542,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",1.05058e+11,97877500000,75204100000,77783200000,59506800000,75515900000
748,3120,"Kosovo, Rep. of",967,"Current_Account_Credit","BXGS_BP6_USD",1414596175,1596754877,1988889208,2278377703,2311537786,1687283575
749,3121,"Kosovo, Rep. of",967,"Current_Account_Debit","BMGS_BP6_USD",3243450953,3421678155,3830919341,4498235992,4453675793,4187091234
750,3122,"Kosovo, Rep. of",967,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-519036251.7,-515170803.5,-391279841.6,-613922631.2,-457217593.2,-520802659.1
751,3123,"Kosovo, Rep. of",967,"Supplementary_Current_Capital","BTCC_BP6_USD",-519036251.7,-515170803.5,-391279841.6,-613922631.2,-457217593.2,-520802659.1
752,3127,"Kosovo, Rep. of",967,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",42403798.16,89932500.93,126463121.6,32841322.69,86131321.62,297131890.7
753,3128,"Kosovo, Rep. of",967,"Transport_Services_Credit","BXSTR_BP6_USD",36749562.51,39157717.3,42209812.83,70296097.38,75107077.65,54085479.15
754,3129,"Kosovo, Rep. of",967,"Transport_Services_Debit","BMSTR_BP6_USD",162702177.1,137989137.6,134658577.2,150222492.3,164394258.6,150460585.8
755,3130,"Kosovo, Rep. of",967,"Financial_Loans_Total","BFOLN_BP6_USD",-11910980.64,-89144252.55,-149648084.4,-52634194.59,-89031376.76,-245779384.6
756,3131,"Kosovo, Rep. of",967,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",80810263.11,-108894342.6,91223053.19,101988082,107798959.2,50943727.09
757,3143,"Kuwait",443,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",8295939561,-4133832.402,7309068690,23807326228,31337929014,23024475284
758,3145,"Kuwait",443,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",87238580.82,3682101981,-2499635585,5604742266,3619180923,-1072578788
759,3146,"Kuwait",443,"Financial_Loans_Total","BFOLN_BP6_USD",1572671881,-1132611108,5203446660,-3764130304,397252823.3,3738195889
760,3156,"Kuwait",443,"Current_Account_Credit","BXGS_BP6_USD",61391008321,52145742589,60454022414,85198897799,72833469299,47416410506
761,3157,"Kuwait",443,"Current_Account_Debit","BMGS_BP6_USD",51139184432,52910390987,57726835511,68204783055,59653710708,44015219582
762,3158,"Kuwait",443,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-2828581752,3049342099,2003060939,3688073672,2756578088,8266942831
763,3160,"Kuwait",443,"Transport_Services_Credit","BXSTR_BP6_USD",1649020481,1226945472,1309759784,1243754632,1175475913,787384464.9
764,3161,"Kuwait",443,"Transport_Services_Debit","BMSTR_BP6_USD",5148422767,5144547716,5427312954,4503874183,4091315787,3311424639
765,3163,"Kuwait",443,"Supplementary_Current_Capital","BTCC_BP6_USD",8295939561,-4133832.402,7309068690,23807326228,31337929014,23024475284
766,3174,"Kyrgyz Rep.",917,"Transport_Services_Credit","BXSTR_BP6_USD",188949106,166296712,206935365,213521435,269762972,153117560
767,3178,"Kyrgyz Rep.",917,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",216747567.1,98451962.23,202740619.4,-67207614.45,107955511.8,360720539.6
768,3179,"Kyrgyz Rep.",917,"Financial_Loans_Total","BFOLN_BP6_USD",-211859906.1,-95525245.87,-210035255,71451086.2,-110034951.4,-360973944.9
769,3180,"Kyrgyz Rep.",917,"Transport_Services_Debit","BMSTR_BP6_USD",446552460,406623268,434181795,494313155,454121899,352713601
770,3182,"Kyrgyz Rep.",917,"Supplementary_Current_Capital","BTCC_BP6_USD",-973343623.3,-679670616.8,-404233950.3,-626698280.6,-978366218.9,454017170.6
771,3183,"Kyrgyz Rep.",917,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-973343623.3,-679670616.8,-404233950.3,-626698280.6,-978366218.9,454017170.6
772,3196,"Kyrgyz Rep.",917,"Current_Account_Credit","BXGS_BP6_USD",2425023595,2413588893,2573040010,2734422358,3107699962,2435417783
773,3197,"Kyrgyz Rep.",917,"Current_Account_Debit","BMGS_BP6_USD",4847105110,4753415646,5075222827,5861234605,5670186968,4050849740
774,3198,"Kyrgyz Rep.",917,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-66846610.89,311773673.4,43729321.8,-187785128.7,16473573.36,108678311.4
775,3205,"Lao People's Dem. Rep.",544,"Current_Account_Debit","BMGS_BP6_USD",6753813713,6394790293,6783669899,7564020651,7518168210,5815879962
776,3206,"Lao People's Dem. Rep.",544,"Current_Account_Credit","BXGS_BP6_USD",4497378079,5079637263,5653716801,6393172198,6985183367,6461129001
777,3208,"Lao People's Dem. Rep.",544,"Transport_Services_Credit","BXSTR_BP6_USD",67485042.2,81035623.62,83168195.43,105901714.8,167038727.5,79841202.48
778,3209,"Lao People's Dem. Rep.",544,"Transport_Services_Debit","BMSTR_BP6_USD",34850628.29,68910804.88,86195659.97,139732986.2,145327627.8,116772388
779,3212,"Lao People's Dem. Rep.",544,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",1345506142,856962701.5,706796337.5,970581688.4,1234499295,566365186
780,3213,"Lao People's Dem. Rep.",544,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",174636474.4,-168830938.5,214738052.3,-141485616.6,124456272.7,319223375.6
781,3215,"Lao People's Dem. Rep.",544,"Financial_Loans_Total","BFOLN_BP6_USD",-1337246142,-934302701.5,-724276337.5,-1013617241,-1182875182,-516241843.6
782,3219,"Lao People's Dem. Rep.",544,"Supplementary_Current_Capital","BTCC_BP6_USD",-2231707545,-1362793609,-1237957115,-1636476239,-1304707884,-218351348.5
783,3220,"Lao People's Dem. Rep.",544,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-2231707545,-1362793609,-1237957115,-1636476239,-1304707884,-218351348.5
784,3238,"Latvia",941,"Transport_Services_Credit","BXSTR_BP6_USD",2146015008,2118042045,2345528565,2508177012,2399895337,1617110711
785,3241,"Latvia",941,"Transport_Services_Debit","BMSTR_BP6_USD",883049457.4,832205717.5,941606481.6,1083517751,1064313105,834903300.5
786,3244,"Latvia",941,"Current_Account_Credit","BXGS_BP6_USD",16427824074,16731999984,18816900299,21136795326,20538635027,20767851621
787,3245,"Latvia",941,"Current_Account_Debit","BMGS_BP6_USD",16893681756,16632983344,19010123547,21357698033,20764627433,20426964188
788,3251,"Latvia",941,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-1460702251,-707424107.2,690375931.5,-339988638.6,-667675928.2,504857894.6
789,3257,"Latvia",941,"Financial_Loans_Total","BFOLN_BP6_USD",1424173546,859120310.4,-876057673.6,198281601.4,418127210.9,-621523421.6
790,3258,"Latvia",941,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",347727713.5,118546571.3,1029701502,-147371770.2,-103909254.1,514243975.8
791,3263,"Latvia",941,"Supplementary_Current_Capital","BTCC_BP6_USD",607608014.8,779905466.9,707377155.3,551544114.9,310199545.9,1509292142
792,3264,"Latvia",941,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",607622507.6,777697286.2,707339821.6,552685527.4,306828132,1510485040
793,3268,"Lebanon",446,"Supplementary_Current_Capital","BTCC_BP6_USD",-6740755421,-8885694249,-10486041104,-11928664752,-9816835523,-1324167612
794,3271,"Lebanon",446,"Current_Account_Credit","BXGS_BP6_USD",19461248160,18882187911,18939938603,19160811513,18208410174,8773230596
795,3272,"Lebanon",446,"Current_Account_Debit","BMGS_BP6_USD",30887607485,30989274709,32070099758,32781598929,31146685716,15205642923
796,3275,"Lebanon",446,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-6740755420,-8885694247,-10486041104,-11928664752,-9816835523,-1324167612
797,3278,"Lebanon",446,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-914951341.3,3861909561,2369293203,-2316457462,-2390132817,-13182970039
798,3280,"Lebanon",446,"Transport_Services_Credit","BXSTR_BP6_USD",1448208398,1164463309,1306930022,1154750171,734754191.5,123021377.1
799,3281,"Lebanon",446,"Transport_Services_Debit","BMSTR_BP6_USD",2442892442,2114663898,2055415240,1958860262,1871565812,928892415
800,3291,"Lebanon",446,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-596528226.2,904531308.1,141648599.6,141753152.6,-71754754.94,-2042650673
801,3292,"Lebanon",446,"Financial_Loans_Total","BFOLN_BP6_USD",1057572795,-1183140789,-515562987.9,248424842.1,-2031671177,928116216.4
802,3299,"Lesotho, Kingdom of",666,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",73345958.32,8388169.983,700434.8517,-11969696.24,77579979.19,11262100.79
803,3300,"Lesotho, Kingdom of",666,"Financial_Loans_Total","BFOLN_BP6_USD",-62477681.35,1013984.673,9652955.537,22448736.37,-68030629.95,-2849421.245
804,3303,"Lesotho, Kingdom of",666,"Supplementary_Current_Capital","BTCC_BP6_USD",-40243907.36,-122107955.8,-103819173.1,-19056816.54,13738931.29,75153841.32
805,3304,"Lesotho, Kingdom of",666,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-40243907.36,-122107955.8,-103819173.1,-19056816.54,13738931.29,75153841.32
806,3305,"Lesotho, Kingdom of",666,"Transport_Services_Credit","BXSTR_BP6_USD",1072281.702,807630.369,635142.2724,608856.4921,593240.679,499989.9358
807,3306,"Lesotho, Kingdom of",666,"Transport_Services_Debit","BMSTR_BP6_USD",56693670.09,51173403.56,57924862.8,61514733.62,55538243.38,47455068.65
808,3309,"Lesotho, Kingdom of",666,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",112240313.6,-163218261,-202236850.7,66852667.91,57653520.19,113549830
809,3310,"Lesotho, Kingdom of",666,"Current_Account_Credit","BXGS_BP6_USD",974292121,940488264.2,1061714987,1253535693,1092702862,902123159.1
810,3311,"Lesotho, Kingdom of",666,"Current_Account_Debit","BMGS_BP6_USD",2048854081,2000635848,2280881897,2424632441,2229626665,1980091671
811,3373,"Lithuania",946,"Supplementary_Current_Capital","BTCC_BP6_USD",253992562.3,176714545.7,873184707.7,901522479,2849644918,5152349029
812,3377,"Lithuania",946,"Transport_Services_Credit","BXSTR_BP6_USD",3909647428,4282902188,5523557572,6845651080,7839510807,7806532685
813,3380,"Lithuania",946,"Transport_Services_Debit","BMSTR_BP6_USD",2553554441,2580322268,3131276383,3558387261,3816935138,3605852074
814,3383,"Lithuania",946,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",406436620.3,76292814.24,739515177,-12966260.4,462494292.5,1795291224
815,3385,"Lithuania",946,"Financial_Loans_Total","BFOLN_BP6_USD",29830467.94,-35218695.4,-177706437.5,125638737,82187924.72,-264086046.1
816,3388,"Lithuania",946,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",253992562.3,176714545.7,873184707.7,901522479,2849644918,5152349029
817,3391,"Lithuania",946,"Current_Account_Credit","BXGS_BP6_USD",28485127915,29079835812,35225956372,40361411833,42323027307,41720683938
818,3392,"Lithuania",946,"Current_Account_Debit","BMGS_BP6_USD",28902632122,28776243571,34095706759,39402590725,39419498683,36414080259
819,3398,"Lithuania",946,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-1480939162,902787825.9,1698092094,1379298556,-661346718,-425034232.6
820,3400,"Luxembourg",137,"Current_Account_Debit","BMGS_BP6_USD",90058844489,90613682548,1.01739e+11,1.13256e+11,1.16803e+11,1.21353e+11
821,3404,"Luxembourg",137,"Current_Account_Credit","BXGS_BP6_USD",1.17167e+11,1.17985e+11,1.27864e+11,1.37656e+11,1.39559e+11,1.45612e+11
822,3408,"Luxembourg",137,"Supplementary_Current_Capital","BTCC_BP6_USD",2755038906,2764374561,2745710814,4623323270,2369888891,2266947998
823,3409,"Luxembourg",137,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",2755038906,2764374561,2745710814,4623323270,2369888891,2266947998
824,3414,"Luxembourg",137,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",30898119834,31067039777,30930300401,-3556094075,44656333310,14426769836
825,3415,"Luxembourg",137,"Financial_Loans_Total","BFOLN_BP6_USD",-33591330119,23778493049,-9454334653,20120133626,-30828680646,1450608519
826,3419,"Luxembourg",137,"Transport_Services_Credit","BXSTR_BP6_USD",5035097123,4640176711,5329327295,5922425698,5411689866,14663357511
827,3420,"Luxembourg",137,"Transport_Services_Debit","BMSTR_BP6_USD",4203864975,4453953825,5603194974,6620992840,6436985302,13630360921
828,3425,"Luxembourg",137,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-56270526.66,220557877.1,-143094756.9,76096901.77,99950344.28,1811226.223
829,3432,"Madagascar, Rep. of",674,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-125359155.3,324545590.3,204230882.3,337820216.7,32938729.5,-408491746.4
830,3440,"Madagascar, Rep. of",674,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",61241842.65,-103476228,156815186.3,33531712.28,-235277526.3,447288648.8
831,3441,"Madagascar, Rep. of",674,"Financial_Loans_Total","BFOLN_BP6_USD",-62090928.58,100582131,-154897580.7,-28411465.15,228451332.3,-450071848.1
832,3443,"Madagascar, Rep. of",674,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",92329645.44,337274190.7,359814960.6,169513982.9,-36533250.9,228671591
833,3445,"Madagascar, Rep. of",674,"Supplementary_Current_Capital","BTCC_BP6_USD",-125359155.3,324545590.3,204230882.3,337820216.7,32938729.5,-408491746.4
834,3446,"Madagascar, Rep. of",674,"Transport_Services_Credit","BXSTR_BP6_USD",240464597.8,244551285.1,392361241.3,370694986.1,424138967.3,172761859.1
835,3447,"Madagascar, Rep. of",674,"Transport_Services_Debit","BMSTR_BP6_USD",616053300.8,569085306.7,584798868.4,560987891.5,509943265.2,337394534
836,3453,"Madagascar, Rep. of",674,"Current_Account_Credit","BXGS_BP6_USD",3153621894,3390413597,4147070751,4407496132,4081577090,2589228842
837,3454,"Madagascar, Rep. of",674,"Current_Account_Debit","BMGS_BP6_USD",3510394492,3565835906,4491089103,4821022962,4684590076,3718208982
838,3461,"Malawi",676,"Transport_Services_Credit","BXSTR_BP6_USD",23033549.05,19555546.2,30557355.95,34943803.17,78622504.38,67199415.17
839,3463,"Malawi",676,"Current_Account_Credit","BXGS_BP6_USD",1270097065,1180132969,1110954237,1174262786,1446681183,1268238157
840,3465,"Malawi",676,"Transport_Services_Debit","BMSTR_BP6_USD",73905265.03,65808699.63,90360984.76,97169908.3,97364691.67,84857833.75
841,3466,"Malawi",676,"Supplementary_Current_Capital","BTCC_BP6_USD",-836192465.9,-161850517.9,-606814010.5,-824632973.5,-605191857.1,-728520848.6
842,3467,"Malawi",676,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",260845653.8,131774066.6,130563508.9,201356453.3,196384437.3,343149994.8
843,3470,"Malawi",676,"Current_Account_Debit","BMGS_BP6_USD",2512660590,2405256629,2847947272,2992882690,3265650982,3208346070
844,3472,"Malawi",676,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",94931580.75,-62338130.6,150934552.3,-3701203.077,-53059405.89,-311289497.2
845,3480,"Malawi",676,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-836192465.9,-161850517.9,-606814010.5,-824632973.5,-605191857.1,-728520848.6
846,3490,"Malawi",676,"Financial_Loans_Total","BFOLN_BP6_USD",-262308445.8,-131774066.6,-130563508.9,-201344989.9,-196691564.9,-342671580.6
847,3493,"Malaysia",548,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",8758253831,7159632561,8953792422,8004092704,12884435495,14037884121
848,3494,"Malaysia",548,"Supplementary_Current_Capital","BTCC_BP6_USD",8758149099,7159638367,8953792422,8004092704,12884435495,14037884121
849,3495,"Malaysia",548,"Transport_Services_Credit","BXSTR_BP6_USD",4198973505,4159745410,4484522037,5086765905,5239961152,3284718410
850,3496,"Malaysia",548,"Transport_Services_Debit","BMSTR_BP6_USD",10499416076,9811965640,11377698297,11948199841,11496480322,9818343488
851,3499,"Malaysia",548,"Current_Account_Credit","BXGS_BP6_USD",2.09568e+11,2.01121e+11,2.23702e+11,2.45886e+11,2.38361e+11,2.08217e+11
852,3500,"Malaysia",548,"Current_Account_Debit","BMGS_BP6_USD",1.86856e+11,1.8113e+11,2.01714e+11,2.21832e+11,2.1086e+11,1.86613e+11
853,3507,"Malaysia",548,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-14518135865,1452012801,3932049990,-1770044457,-1663456363,-4619186697
854,3517,"Malaysia",548,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-522824122.1,-264859945,128130000.2,3671432159,1902219859,-448873578.8
855,3520,"Malaysia",548,"Financial_Loans_Total","BFOLN_BP6_USD",2273075671,-234673491.6,-89094635.88,-3154253321,-3077004871,767199708.5
856,3523,"Maldives",556,"Transport_Services_Credit","BXSTR_BP6_USD",241776086.2,273225374.4,176703005.7,144641353.7,150114271.5,84171787.72
857,3524,"Maldives",556,"Transport_Services_Debit","BMSTR_BP6_USD",214126396.1,237844867.9,338249078.8,404145877.3,382636764,211250660.9
858,3527,"Maldives",556,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",63137606.22,286773360.3,145877136.1,820269081.1,589469910.7,502377383
859,3528,"Maldives",556,"Financial_Loans_Total","BFOLN_BP6_USD",-46349302.95,-288324621.3,-164118611.6,-836007910,-593871364.3,-502127908.7
860,3529,"Maldives",556,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-50243877.02,-96394188.34,119551109.5,124797571.7,41655073.05,231053154.5
861,3531,"Maldives",556,"Supplementary_Current_Capital","BTCC_BP6_USD",-292190951.2,-1032409715,-1026691470,-1502527635,-1489651329,-1327423551
862,3535,"Maldives",556,"Current_Account_Credit","BXGS_BP6_USD",3145104894,3147553741,3319072397,3584303217,3742126036,1786506567
863,3536,"Maldives",556,"Current_Account_Debit","BMGS_BP6_USD",2769184611,3198227889,3501378385,4101843841,4090466322,2448634605
864,3539,"Maldives",556,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-292190951.2,-1032409715,-1026691470,-1502527635,-1489651329,-1327423551
865,3553,"Mali",678,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-355260188,-806204527.7,-954404715.7,-596886153.4,-1094295645,-159942405.3
866,3556,"Mali",678,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-56273357.82,-467359873.5,438820145.3,305748549.5,276194480.8,393678534.9
867,3559,"Mali",678,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",208836869.1,134064372.6,797781478.2,117703514,564303849.2,308124621.9
868,3563,"Mali",678,"Supplementary_Current_Capital","BTCC_BP6_USD",-456530173.4,-836121557.8,-985796755.8,-631083869,-1126715244,-192943555.1
869,3569,"Mali",678,"Transport_Services_Credit","BXSTR_BP6_USD",14088185.38,18904528.94,21865671.95,29352478.09,8427457.223,4427539.899
870,3570,"Mali",678,"Transport_Services_Debit","BMSTR_BP6_USD",664766700.9,730682850.4,736666645.7,820307291.7,877977932.5,829950339.8
871,3574,"Mali",678,"Financial_Loans_Total","BFOLN_BP6_USD",-203143477,-219279562.5,-606287966.6,-130048538.3,-606765757.9,-366620536.9
872,3578,"Mali",678,"Current_Account_Credit","BXGS_BP6_USD",3150870860,3287931637,3413353813,4186231409,4441960880,5195546533
873,3580,"Mali",678,"Current_Account_Debit","BMGS_BP6_USD",5188952012,5655569750,5613468994,6081048909,6558539255,6339123348
874,3586,"Malta",181,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-56120856.54,277846932.4,-163367306.4,-208128429.3,116935592,394721459.8
875,3591,"Malta",181,"Supplementary_Current_Capital","BTCC_BP6_USD",596885057.7,-24998895.64,890502605.3,1003867594,1562646398,443798796.1
876,3593,"Malta",181,"Financial_Loans_Total","BFOLN_BP6_USD",-3982822110,-5109600864,1854446027,-215040847.2,-1910416005,-1316508190
877,3597,"Malta",181,"Transport_Services_Credit","BXSTR_BP6_USD",613886520.4,885123335.9,1029496301,1167681286,1123758666,767863286.8
878,3598,"Malta",181,"Transport_Services_Debit","BMSTR_BP6_USD",551474483,652038468.8,707336718.4,748308260.7,715254193.3,558420029.9
879,3603,"Malta",181,"Current_Account_Debit","BMGS_BP6_USD",15437778702,15443082627,16815604705,17962751357,19775753766,20163750753
880,3608,"Malta",181,"Current_Account_Credit","BXGS_BP6_USD",16475893048,16739054211,19184068406,20235975718,23165467289,22734506640
881,3610,"Malta",181,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-98175196.12,101888336.6,263823581.9,201439539.1,-119007489,-26712794.47
882,3614,"Malta",181,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",596885057.7,-24998895.64,890502605.3,1003867594,1562646398,443798796.1
883,3615,"Marshall Islands, Rep. of the",867,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-4907478.686,-4970978.609,-5344972.18,-6488569.289,-6571979.921,-5538216.097
884,3616,"Marshall Islands, Rep. of the",867,"Current_Account_Debit","BMGS_BP6_USD",158438214.6,169897821.5,179719462.4,174722133.6,129682412,132845068
885,3617,"Marshall Islands, Rep. of the",867,"Supplementary_Current_Capital","BTCC_BP6_USD",1179403.337,-5314204.142,27985849.33,64490744.53,96962447.85,101038811.4
886,3618,"Marshall Islands, Rep. of the",867,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-74.68371746,-156.4957579,89.57725433,370.3435364,442.8891757,102.1766142
887,3621,"Marshall Islands, Rep. of the",867,"Transport_Services_Credit","BXSTR_BP6_USD",4153575.426,4144250,14572345.35,12456038.99,490500,501000
888,3625,"Marshall Islands, Rep. of the",867,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",1179403.337,-5314204.142,27985849.33,64490744.53,96962447.85,101038811.4
889,3631,"Marshall Islands, Rep. of the",867,"Current_Account_Credit","BXGS_BP6_USD",47175688.84,46081871.48,96826734.12,128903650.7,91394266.02,88042288.66
890,3633,"Marshall Islands, Rep. of the",867,"Financial_Loans_Total","BFOLN_BP6_USD",4907478.686,4970978.609,5344972.18,6488569.289,6571979.921,5538216.097
891,3639,"Marshall Islands, Rep. of the",867,"Transport_Services_Debit","BMSTR_BP6_USD",25169522,25981522,29938357.13,28669417.87,20327390.03,20353399.35
892,3714,"Mauritius",684,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-9058548404,381057021.3,3720669550,445650469.3,-3614808977,1232853385
893,3715,"Mauritius",684,"Financial_Loans_Total","BFOLN_BP6_USD",9619407350,-2355569956,-19429841353,-2243910310,2789571995,-3066712357
894,3723,"Mauritius",684,"Current_Account_Credit","BXGS_BP6_USD",5394631908,5201359542,5391592172,5585546049,5258181403,3088435444
895,3724,"Mauritius",684,"Current_Account_Debit","BMGS_BP6_USD",6565175361,6459504576,7169469969,7526598153,7364570687,5222057914
896,3725,"Mauritius",684,"Transport_Services_Debit","BMSTR_BP6_USD",597340548.2,574823593.1,545112069.5,622318476.8,610096619.2,371170767.6
897,3727,"Mauritius",684,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-416984417.4,-491351517.4,-612227401.3,-561038460.1,-718495486.1,-1002712258
898,3728,"Mauritius",684,"Transport_Services_Credit","BXSTR_BP6_USD",341646162.1,360184504.3,380629657.3,416232944.4,395268720.3,132511575.3
899,3729,"Mauritius",684,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",567347569.6,739570472,832284285.1,496578680.7,939353626.7,-536694688
900,3733,"Mauritius",684,"Supplementary_Current_Capital","BTCC_BP6_USD",-416984417.4,-491351517.4,-612227401.3,-561038460.1,-718495486.1,-1002712258
901,3740,"Mexico",273,"Supplementary_Current_Capital","BTCC_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805
902,3741,"Mexico",273,"Transport_Services_Debit","BMSTR_BP6_USD",12816507769,13183035274,14985263057,15964172401,15361770504,12652453839
903,3748,"Mexico",273,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",933978104,-1787912642,1380310595,960462539,2907347433,175670111
904,3749,"Mexico",273,"Financial_Loans_Total","BFOLN_BP6_USD",-514229766,2439864760,-949645073,-206224244,-3478705270,-1659252200
905,3750,"Mexico",273,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-15666594232,-137043594,-4769675083,478011107.9,2640644364,11997247148
906,3752,"Mexico",273,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805
907,3755,"Mexico",273,"Current_Account_Debit","BMGS_BP6_USD",4.39616e+11,4.32088e+11,4.7052e+11,5.17349e+11,5.07592e+11,4.24896e+11
908,3756,"Mexico",273,"Current_Account_Credit","BXGS_BP6_USD",4.13793e+11,4.084e+11,4.47832e+11,4.90695e+11,5.02464e+11,4.43575e+11
909,3765,"Mexico",273,"Transport_Services_Credit","BXSTR_BP6_USD",5413882793,5172346527,5528416852,6049027539,5882840510,4804356648
910,3768,"Moldova, Rep. of",921,"Current_Account_Debit","BMGS_BP6_USD",4479880000,4481400000,5373970000,6390500944,6608154073,5918418906
911,3769,"Moldova, Rep. of",921,"Current_Account_Credit","BXGS_BP6_USD",2488420000,2623300000,3119410000,3452490000,3661990000,3222090000
912,3776,"Moldova, Rep. of",921,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-306742612.5,531166827.6,531154200.6,235542823.8,60449587.01,637679397.5
913,3779,"Moldova, Rep. of",921,"Supplementary_Current_Capital","BTCC_BP6_USD",-407970000,-306220000,-619950000,-1247720000,-1171850000,-966288905.5
914,3780,"Moldova, Rep. of",921,"Transport_Services_Debit","BMSTR_BP6_USD",305810000,298820000,345810000,400870000,416270000,301070000
915,3785,"Moldova, Rep. of",921,"Transport_Services_Credit","BXSTR_BP6_USD",321900000,351450000,410200000,434170000,403990000,246690000
916,3786,"Moldova, Rep. of",921,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-407970000,-306220000,-576730000,-1247720000,-1160770000,-952568905.5
917,3793,"Moldova, Rep. of",921,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",19810000,129510000,126700000,116990000,108316000,483700000
918,3795,"Moldova, Rep. of",921,"Financial_Loans_Total","BFOLN_BP6_USD",-20800000,-130330000,-123260000,-120190000,-94036000,-452660000
919,3803,"Mongolia",948,"Current_Account_Credit","BXGS_BP6_USD",5135249417,5604859841,6800649749,7713996347,8415577135,7645582756
920,3804,"Mongolia",948,"Current_Account_Debit","BMGS_BP6_USD",5288113438,5605356977,6523045722,8477747003,9249181583,7340259603
921,3814,"Mongolia",948,"Transport_Services_Credit","BXSTR_BP6_USD",238602903.6,255424978.7,320152467.8,381555811.5,389086115.1,383983077.9
922,3815,"Mongolia",948,"Transport_Services_Debit","BMSTR_BP6_USD",344581910.6,431281665.3,603716553.1,809695601.8,983445307.9,596121567.7
923,3817,"Mongolia",948,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",346388802,4968059865,339835823,-118373033.3,155856551.4,797001394.4
924,3820,"Mongolia",948,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-832787304.5,-608908875.5,-1077790745,-1814943264,-2000881995,-571775877.7
925,3823,"Mongolia",948,"Financial_Loans_Total","BFOLN_BP6_USD",-344874734.6,-4958393108,-343616864.8,72010213.28,-168201712.1,-803097369
