"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"1003","Burkina Faso",748,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",9094880.934,33806632.09,8221690.359,63946757.54,12184444.12,-1303367.341
"1004","Burkina Faso",748,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",14104930.65,50509140.04,10268820.61,67713349.2,16434236.23,-7138882.752
"1005","Burkina Faso",748,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",124209315,225104178.2,-89983040.82,26057759.09,-71442589.5,-442013419.4
"1006","Burkina Faso",748,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",260267177.6,253455242.7,297748696,316683754.7,215196501.1,367765233.2
"1007","Burkina Faso",748,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",259918740.7,253070501.2,297326760,316188657.5,214715199.4,367261398.9
"1008","Burkina Faso",748,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",243902481.1,16685633.33,195943214.4,273009212.2,260450813.5,240432276.9
"1009","Burkina Faso",748,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
"1010","Burkina Faso",748,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",247405456.5,51783174.54,224260770.4,303743155.5,289770965.5,271770431.6
"1011","Burkina Faso",748,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",26243452.43,-14848513.95,489606674.5,46818131.9,204963452.5,-120745201
"1012","Burkina Faso",748,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",71968.5467,21066411.35,67902.12234,160408.4389,68205.00351,155252.4257
"1013","Burkina Faso",748,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
"1014","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-85918462.33,114987098.1,413958849.5,-258109486.2,407589198.1,-165709218.1
"1015","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",150878273.1,242694291.7,132863348.4,286101383.1,399376346.8,473822646.5
"1016","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",150878273.1,242694291.7,132863348.4,286101383.1,399378053.6,473822646.5
"1017","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",437616510.1,52810839.46,157283283.2,368624296.6,-186338876.6,-114132205.2
"1018","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",138958684.8,226211153.9,336452818.5,175444560.9,124740785.5,-52546447.9
"1019","Burkina Faso",748,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",241813550.9,556854325.4,595717866.4,281033856,526431476.9,537313245.1
"1020","Burkina Faso",748,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-327732013.2,-441867227.3,-181759017,-539143342.2,-118842278.8,-703022463.3
"1021","Burkina Faso",748,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",10275507.1,15644468.71,18983625.02,46606652.38,20791553.2,21711980.19
"1022","Burkina Faso",748,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",378126821.2,416060856.9,436586882.3,490991176.3,492091791.3,529803082.9
"1023","Burkina Faso",748,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",630325822.8,443352194.6,94927132.15,-285965996.5,114566885.6,779365840.2
"1024","Burkina Faso",748,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",17234097.42,7353963.394,9214187.218,807998.6706,75296417.05,10539641.26
"1025","Burkina Faso",748,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",647559920.3,450706158,104141319.4,-285157997.9,189863302.6,789905481.4
"1051","Cabo Verde",624,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",40911.4112,-1941221.442,-91534.49278,3209.548817,-624319.599,3165.111258
"1052","Cabo Verde",624,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",35704161.51,40369599.26,54930650.45,49261073.67,-525128.1236,-231769.3099
"1053","Cabo Verde",624,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",40911.4112,-1941221.442,-91534.49278,3209.548817,-624319.599,3165.111258
"1054","Cabo Verde",624,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",19012383.82,12666421.57,16084072.2,17714762.32,12593789.7,23153087
"1055","Cabo Verde",624,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",36527386.17,90354242.2,-11766263.42,13207909.85,147385842.2,-88147259.35
"1056","Cabo Verde",624,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,4323614.84,0,0,0
"1057","Cabo Verde",624,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",15545056.98,28447401.25,28696575.13,25737452.05,23449512.03,16604164.92
"1058","Cabo Verde",624,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
"1059","Cabo Verde",624,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",19012383.82,12666421.57,16084072.2,17714762.32,12593789.7,23211386.15
"1060","Cabo Verde",624,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",659985468.2,715420297.1,795488589.6,963649656.1,1005347980,423258309
"1061","Cabo Verde",624,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",19012383.82,12666421.57,16084072.2,17714762.32,12593789.7,23153087
"1062","Cabo Verde",624,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",19012383.82,12666421.57,16084072.2,17714762.32,12593789.7,23211386.15
"1063","Cabo Verde",624,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",905626464.2,1000481156,1179579877,1330011310,1286655258,1007682517
"1064","Cabo Verde",624,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",85760369,95579575.34,91867583.35,118464696,156407552.9,61150602.51
"1065","Cabo Verde",624,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",68202013.41,84456138.66,110781226.7,153227794.2,111717715.4,64888753.75
"1066","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",106321441.3,44810296.79,73338340.78,37036381.31,71652022.2,111707991.5
"1067","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",106321441.3,44810296.79,73338340.78,37036381.31,71652022.2,78753368.07
"1068","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",74627354.9,33022759.61,110255820.7,-8758501.649,62434222.89,114417722.1
"1069","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-20121268.58,-8797677.324,29807030.15,-43764569.13,-9172749,-1699493
"1070","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-20121268.58,-8797677.324,29807030.15,-43764569.13,-9172749,-1699493
"1071","Cabo Verde",624,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-84265128.45,-37397016.5,-104668843.5,9167976.111,-57863636.81,-117759461.9
"1072","Cabo Verde",624,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",35704161.51,40369599.26,54899392.75,48550152.22,-525128.1236,-231769.3099
"1073","Cabo Verde",624,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
"1074","Cabo Verde",624,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-9637773.55,-4374256.888,5586977.263,409474.4621,4570586.084,-3341739.792
"1075","Cabo Verde",624,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-3832457.754,840266.8014,-8244544.822,612252.1479,6201642.249,6960276.82
"1076","Cabo Verde",624,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",3877698.174,9121383.817,15939915.5,8975408.659,15661117.23,6303391.72
"1077","Cabo Verde",624,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",3877698.174,9121383.817,15939915.5,8975408.659,15661117.23,6303391.72
"1078","Cabo Verde",624,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-15917680.67,7828267.685,15883950.1,9331768.374,15990839.38,3959860.962
"1079","Cabo Verde",624,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"1080","Cabo Verde",624,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,329668.937,869452.8292,1005357.932,1283364.546
"1081","Cabo Verde",624,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",0,0,31257.69397,710921.4458,0,0
"1082","Cambodia",522,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",265126400,283309600,278518800,325787000,355148500,2.59e+08
"1083","Cambodia",522,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",265126400,283309600,278518800,325787000,355148500,2.59e+08
"1084","Cambodia",522,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",265126400,283309600,278518800,325787000,355148500,2.59e+08
"1085","Cambodia",522,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",265126400,283309600,278518800,325787000,355148500,2.59e+08
"1086","Cambodia",522,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",13291033923,14305832075,15831866523,18413935868,21072422248,20289665278
"1087","Cambodia",522,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",15527540570,16549913895,18246676110,21862726323,25515540745,23090657075
"1088","Cambodia",522,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",419424895.4,456077728.5,562177458.5,687923497.5,786381274.4,281713555
"1089","Cambodia",522,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1206903553,1298110488,1441014725,1485920732,1683651418,1285463495
"1090","Cambodia",522,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",4511492.488,-61753.51,-83041.26,33588733.77,1647377.373,-24397576.13
"1091","Cambodia",522,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",10160847.63,2156085.563,5579611.887,8628233.68,10805701.94,120355086.1
"1092","Cambodia",522,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",14672340.12,2094332.053,5496570.627,42216967.45,12453079.31,95957509.94
"1093","Cambodia",522,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2144921.896,3564079.059,8737395.094,23596044.25,40110726.57,16579234.5
"1094","Cambodia",522,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1101914892,1165538493,1292488776,1620137422,2016602228,1464193667
"1095","Cambodia",522,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",87761038.01,79074478.55,114858066.2,123963610.3,101837547.9,127012891.2
"1096","Cambodia",522,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",87761038.01,79074478.55,114858066.2,123963610.3,101837547.9,127012891.2
"1097","Cambodia",522,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",87761038.01,79074478.55,114858066.2,123963610.3,101837547.9,127012891.2
"1098","Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",513462852,430627510.1,500083822.4,463712875.8,609891100.8,821526584
"1099","Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-89028000,675236000,425174000,66176000,424497000,1666528000
"1100","Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1605943067,1605066439,1329372255,508209891.4,1821145076,3240731947
"1101","Cambodia",522,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2000202640,-1944777953,-903833765.1,-447608334.5,-1395937293,-3075804115
"1102","Cambodia",522,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1333321354,-1450232417,-1528804472,-2569779487,-2575440458,-622214229.7
"1103","Cambodia",522,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1333321354,-1450232417,-1528804472,-2569779487,-2575440458,-622214229.7
"1104","Cambodia",522,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-394259572.6,-339711514.3,425538490.1,60601556.98,425207782.9,164927831.9
"1105","Cambodia",522,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",830725815,903031198.3,1631036036,1444649756,2667684007,636586299
"1106","Cambodia",522,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,30472304.07,0,0,0,0
"1107","Cambodia",522,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",0,0,0,0,0,0
"1108","Cambodia",522,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",0,0,0,0,0,0
"1109","Cambodia",522,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0
"1110","Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",513462852,430627510.1,500083822.4,463712875.8,609891100.8,821526584
"1111","Cambodia",522,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",0,0,0,0,0,0
"1112","Cameroon",622,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1151871660,-938693366.1,-829312377.8,-1250117683,-1431208805,-1438386409
"1114","Cameroon",622,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",78110768.37,-11637309.61,-85844707.07,127585761.3,73850743.61,-47327200.98
"1116","Cameroon",622,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",727319844.1,-30655583.5,-42135668.5,-25057038.8,0,-11256303.95
"1118","Cameroon",622,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",706645144.5,-1254737385,669699839.2,412873871.9,329075917.5,-86775631.19
"1120","Cameroon",622,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-21406883.6,34471629.23,-62610343.4,12695134.84,-24921886.78,22260913.91
"1122","Cameroon",622,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",22834460.22,34471629.23,-62618240.79,9763587.02,-113998811.5,-47101887.76
"1124","Cameroon",622,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-5581756.943,6168155.72,6841137.984,0,0,0
"1126","Cameroon",622,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",464977267.8,484847696.5,591844460.2,665754307.1,673958973.9,591507623
"1128","Cameroon",622,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",906443498.7,828599938.6,842394081.3,989149832.2,1063598754,787697041.7
"1130","Cameroon",622,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",44241343.82,0,-7897.388314,-2931547.82,-89076924.69,-69362801.67
"1132","Cameroon",622,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",83083606.38,86608415.13,90685588.37,81658105.33,88522159.04,1794046.463
"1134","Cameroon",622,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",411527716.4,421581987.2,494376252.6,605376517.3,697387039.2,656345425.3
"1136","Cameroon",622,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",682327500.2,572898623.8,1377388891,1616361115,1258388902,726395927.2
"1138","Cameroon",622,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",12043063.46,24816515.16,24515032.07,0,0,0
"1140","Cameroon",622,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",55817569.43,-38924018.94,21883311.37,107937662.7,125908499.5,84415055.66
"1142","Cameroon",622,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",629554525.5,615462380,594998965.3,289322618.3,266577947.9,14479461.88
"1144","Cameroon",622,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",748268347,-30655583.5,-42135668.5,-25057038.8,0,-11271426.96
"1146","Cameroon",622,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",18871.27648,34285.90667,43134.73731,17657.63714,0,0
"1148","Cameroon",622,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",21819595.32,98972936.92,120345462.9,159061799.7,263639252,68703450.31
"1150","Cameroon",622,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",21819595.32,98972936.92,120256906,159046073.5,263624060.4,68517962.11
"1152","Cameroon",622,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",21819595.32,98972936.92,121185310.5,159232326.8,263877090.5,74207763.38
"1154","Cameroon",622,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,222053.6059,734644.8816,15726.16891,15191.57754,187168.5358
"1156","Cameroon",622,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",21819595.32,98750883.32,120450665.7,159216600.6,263861898.9,74020594.84
"1158","Cameroon",622,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",21650451.17,121893070.8,65432835.75,1840947.292,2930747.335,18483841.5
"1160","Cameroon",622,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",703759755.5,664415889.9,1747048410,1741425818,1354153910,1193018732
"1162","Cameroon",622,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-625648987.1,-676053199.5,-1832893117,-1613840057,-1280303167,-1240345933
"1164","Cameroon",622,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1151871660,-938693366.1,-829312377.8,-1250117683,-1464967866,-1438386409
"1166","Cameroon",622,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",682327500.2,572898623.8,1377388891,1616361115,1258388902,726395927.2
"1168","Cameroon",622,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",8964639.939,-5220282.322,-1791760.851,14309365.7,14152963.83,36056767.65
"1170","Cameroon",622,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6735658333,6247837992,6548600007,7301078164,7730803120,6124444785
"1172","Cameroon",622,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7789426386,7076506879,7271200972,8422507282,9085402179,7212457585
"1174","Canada",156,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",34732574236,31025461020,37348198145,41907087215,40778022541,24365026578
"1175","Canada",156,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",41892170560,40831866881,54311414125,63041782546,61618081125,53865809789
"1176","Canada",156,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",20637264309,20409928780,22350278854,24715889036,24583339520,17584929044
"1177","Canada",156,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",17804002694,6980808957,15300351105,37134882799,50469066196,7773489009
"1178","Canada",156,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",12167029079,12339427353,13435074814,13947622115,14006257218,10220879769
"1179","Canada",156,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",83913840952,67605967673,78187786895,62760295369,75907731907,46201840872
"1180","Canada",156,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",42032569894,47630074392,48124857161,14436346180,38180348025,21160864337
"1181","Canada",156,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",26702297017,-5493362309,12523374788,38732875053,20876686402,1550474033
"1182","Canada",156,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-2345444363,-2539228499,-1193739642,-3409685593,-2109119914,7012476536
"1183","Canada",156,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",258681382.6,211350319.4,215906641.4,216135005.9,211041129.5,208875855.7
"1184","Canada",156,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",64476069334,69395175705,78481145408,54432730929,72093524996,44907440945
"1185","Canada",156,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",8480409613,5603378005,856690099.5,-1602695367,147896035.2,1281870376
"1186","Canada",156,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",74905420680,74447657756,98239501794,21968617351,28540362374,1.0929e+11
"1187","Canada",156,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",344235877,279198165.3,274237502,276050673.2,278094553.7,244643743.4
"1188","Canada",156,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-54781074544,-47330428116,-46294297096,-41210252439,-34099385755,-35409043251
"1189","Canada",156,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-794033213.9,-463145039.5,-264542520.8,706760977.2,467382036.8,1382448070
"1190","Canada",156,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",10533776415,8557881255,31182742469,38772937028,43390111921,24341930423
"1191","Canada",156,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5.34721e+11,5.17858e+11,5.55102e+11,5.91389e+11,5.89666e+11,5.26936e+11
"1192","Canada",156,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4.96137e+11,4.81616e+11,5.18864e+11,5.57656e+11,5.64128e+11,4.90107e+11
"1193","Canada",156,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-54781074544,-47330428116,-46294297096,-41210252438,-34099385755,-35409043251
"1194","Canada",156,"Capital Account, Total, Net, US Dollars","BK_BP6_USD",-85554494.48,-67847845.85,-58330860.6,-59915667.24,-67053424.11,-35767887.74
"1195","Canada",156,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",84321285712,1.13313e+11,1.40518e+11,41468807713,26796028965,99660957586
"1196","Canada",156,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",7270226279,-1577072297,-15882391364,-1638054229,7078954275,-16568441414
"1197","Canada",156,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",19734971777,15824047221,52884833424,5827978987,4354312144,31864809598
"1198","Canada",156,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",46437268794,10330684912,65408208212,44560854041,25230998546,33415283631
